שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית ג'מל מאוישת                                   ,7150,01-01-1930,18.0,8.2
בית ג'מל מאוישת                                   ,7150,02-01-1930,19.8,10.5
בית ג'מל מאוישת                                   ,7150,03-01-1930,18.5,8.9
בית ג'מל מאוישת                                   ,7150,04-01-1930,19.5,-
בית ג'מל מאוישת                                   ,7150,05-01-1930,17.6,-
בית ג'מל מאוישת                                   ,7150,06-01-1930,13.6,-
בית ג'מל מאוישת                                   ,7150,07-01-1930,16.2,8.7
בית ג'מל מאוישת                                   ,7150,08-01-1930,14.5,8.4
בית ג'מל מאוישת                                   ,7150,09-01-1930,17.0,7.6
בית ג'מל מאוישת                                   ,7150,10-01-1930,18.5,-
בית ג'מל מאוישת                                   ,7150,11-01-1930,21.9,9.0
בית ג'מל מאוישת                                   ,7150,12-01-1930,22.5,8.3
בית ג'מל מאוישת                                   ,7150,13-01-1930,19.9,-
בית ג'מל מאוישת                                   ,7150,14-01-1930,14.3,-
בית ג'מל מאוישת                                   ,7150,15-01-1930,11.9,-
בית ג'מל מאוישת                                   ,7150,16-01-1930,14.3,-
בית ג'מל מאוישת                                   ,7150,17-01-1930,14.4,6.4
בית ג'מל מאוישת                                   ,7150,18-01-1930,13.9,6.6
בית ג'מל מאוישת                                   ,7150,19-01-1930,15.9,6.7
בית ג'מל מאוישת                                   ,7150,20-01-1930,14.5,6.4
בית ג'מל מאוישת                                   ,7150,21-01-1930,13.9,-
בית ג'מל מאוישת                                   ,7150,22-01-1930,13.9,6.4
בית ג'מל מאוישת                                   ,7150,23-01-1930,13.9,-
בית ג'מל מאוישת                                   ,7150,24-01-1930,13.4,7.8
בית ג'מל מאוישת                                   ,7150,25-01-1930,17.4,6.5
בית ג'מל מאוישת                                   ,7150,26-01-1930,-,7.2
בית ג'מל מאוישת                                   ,7150,27-01-1930,17.4,-
בית ג'מל מאוישת                                   ,7150,28-01-1930,18.5,-
בית ג'מל מאוישת                                   ,7150,29-01-1930,22.5,-
בית ג'מל מאוישת                                   ,7150,30-01-1930,19.5,-
בית ג'מל מאוישת                                   ,7150,31-01-1930,16.5,-
בית ג'מל מאוישת                                   ,7150,01-02-1930,20.8,9.7
בית ג'מל מאוישת                                   ,7150,02-02-1930,16.5,7.9
בית ג'מל מאוישת                                   ,7150,03-02-1930,21.3,8.5
בית ג'מל מאוישת                                   ,7150,04-02-1930,17.1,-
בית ג'מל מאוישת                                   ,7150,05-02-1930,15.2,8.3
בית ג'מל מאוישת                                   ,7150,06-02-1930,16.9,8.3
בית ג'מל מאוישת                                   ,7150,07-02-1930,22.4,9.1
בית ג'מל מאוישת                                   ,7150,08-02-1930,24.0,-
בית ג'מל מאוישת                                   ,7150,09-02-1930,21.2,-
בית ג'מל מאוישת                                   ,7150,10-02-1930,19.1,9.4
בית ג'מל מאוישת                                   ,7150,11-02-1930,19.8,-
בית ג'מל מאוישת                                   ,7150,12-02-1930,20.1,9.4
בית ג'מל מאוישת                                   ,7150,13-02-1930,19.8,-
בית ג'מל מאוישת                                   ,7150,14-02-1930,12.0,-
בית ג'מל מאוישת                                   ,7150,15-02-1930,11.7,-
בית ג'מל מאוישת                                   ,7150,16-02-1930,13.8,7.3
בית ג'מל מאוישת                                   ,7150,17-02-1930,18.2,7.6
בית ג'מל מאוישת                                   ,7150,18-02-1930,16.9,-
בית ג'מל מאוישת                                   ,7150,19-02-1930,14.6,9.0
בית ג'מל מאוישת                                   ,7150,20-02-1930,15.8,7.8
בית ג'מל מאוישת                                   ,7150,21-02-1930,21.9,9.9
בית ג'מל מאוישת                                   ,7150,22-02-1930,18.2,9.8
בית ג'מל מאוישת                                   ,7150,23-02-1930,15.2,9.2
בית ג'מל מאוישת                                   ,7150,24-02-1930,17.1,7.6
בית ג'מל מאוישת                                   ,7150,25-02-1930,16.9,9.3
בית ג'מל מאוישת                                   ,7150,26-02-1930,17.3,7.9
בית ג'מל מאוישת                                   ,7150,27-02-1930,14.6,8.4
בית ג'מל מאוישת                                   ,7150,28-02-1930,15.2,7.9
בית ג'מל מאוישת                                   ,7150,01-03-1930,18.3,7.6
בית ג'מל מאוישת                                   ,7150,02-03-1930,17.9,-
בית ג'מל מאוישת                                   ,7150,03-03-1930,17.0,7.4
בית ג'מל מאוישת                                   ,7150,04-03-1930,17.0,7.5
בית ג'מל מאוישת                                   ,7150,05-03-1930,-,7.4
בית ג'מל מאוישת                                   ,7150,06-03-1930,20.9,7.5
בית ג'מל מאוישת                                   ,7150,07-03-1930,15.9,7.5
בית ג'מל מאוישת                                   ,7150,08-03-1930,-,8.0
בית ג'מל מאוישת                                   ,7150,09-03-1930,17.9,-
בית ג'מל מאוישת                                   ,7150,10-03-1930,19.8,9.6
בית ג'מל מאוישת                                   ,7150,11-03-1930,-,9.0
בית ג'מל מאוישת                                   ,7150,12-03-1930,26.5,9.5
בית ג'מל מאוישת                                   ,7150,13-03-1930,28.5,-
בית ג'מל מאוישת                                   ,7150,14-03-1930,24.5,13.0
בית ג'מל מאוישת                                   ,7150,15-03-1930,17.9,10.3
בית ג'מל מאוישת                                   ,7150,16-03-1930,19.5,8.7
בית ג'מל מאוישת                                   ,7150,17-03-1930,22.8,8.7
בית ג'מל מאוישת                                   ,7150,18-03-1930,25.7,-
בית ג'מל מאוישת                                   ,7150,19-03-1930,25.2,13.3
בית ג'מל מאוישת                                   ,7150,20-03-1930,29.8,-
בית ג'מל מאוישת                                   ,7150,21-03-1930,31.8,-
בית ג'מל מאוישת                                   ,7150,22-03-1930,24.9,-
בית ג'מל מאוישת                                   ,7150,23-03-1930,23.5,-
בית ג'מל מאוישת                                   ,7150,24-03-1930,23.0,12.0
בית ג'מל מאוישת                                   ,7150,25-03-1930,23.5,10.3
בית ג'מל מאוישת                                   ,7150,26-03-1930,30.4,-
בית ג'מל מאוישת                                   ,7150,27-03-1930,24.0,12.4
בית ג'מל מאוישת                                   ,7150,28-03-1930,24.4,-
בית ג'מל מאוישת                                   ,7150,29-03-1930,24.2,-
בית ג'מל מאוישת                                   ,7150,30-03-1930,19.3,10.7
בית ג'מל מאוישת                                   ,7150,31-03-1930,21.0,8.9
בית ג'מל מאוישת                                   ,7150,01-04-1930,19.8,9.3
בית ג'מל מאוישת                                   ,7150,02-04-1930,22.0,9.0
בית ג'מל מאוישת                                   ,7150,03-04-1930,20.3,11.5
בית ג'מל מאוישת                                   ,7150,04-04-1930,15.7,9.1
בית ג'מל מאוישת                                   ,7150,05-04-1930,19.5,8.4
בית ג'מל מאוישת                                   ,7150,06-04-1930,24.1,9.3
בית ג'מל מאוישת                                   ,7150,07-04-1930,30.5,9.2
בית ג'מל מאוישת                                   ,7150,08-04-1930,33.5,-
בית ג'מל מאוישת                                   ,7150,09-04-1930,36.2,-
בית ג'מל מאוישת                                   ,7150,10-04-1930,32.5,-
בית ג'מל מאוישת                                   ,7150,11-04-1930,26.1,14.2
בית ג'מל מאוישת                                   ,7150,12-04-1930,22.0,12.0
בית ג'מל מאוישת                                   ,7150,13-04-1930,20.4,11.1
בית ג'מל מאוישת                                   ,7150,14-04-1930,24.9,10.0
בית ג'מל מאוישת                                   ,7150,15-04-1930,33.2,-
בית ג'מל מאוישת                                   ,7150,16-04-1930,30.2,-
בית ג'מל מאוישת                                   ,7150,17-04-1930,30.1,-
בית ג'מל מאוישת                                   ,7150,18-04-1930,33.5,-
בית ג'מל מאוישת                                   ,7150,19-04-1930,34.3,-
בית ג'מל מאוישת                                   ,7150,20-04-1930,-,-
בית ג'מל מאוישת                                   ,7150,21-04-1930,27.1,10.3
בית ג'מל מאוישת                                   ,7150,22-04-1930,30.7,-
בית ג'מל מאוישת                                   ,7150,23-04-1930,29.0,-
בית ג'מל מאוישת                                   ,7150,24-04-1930,26.4,-
בית ג'מל מאוישת                                   ,7150,25-04-1930,24.2,12.5
בית ג'מל מאוישת                                   ,7150,26-04-1930,25.7,12.5
בית ג'מל מאוישת                                   ,7150,27-04-1930,26.8,13.5
בית ג'מל מאוישת                                   ,7150,28-04-1930,27.0,12.9
בית ג'מל מאוישת                                   ,7150,29-04-1930,31.7,-
בית ג'מל מאוישת                                   ,7150,30-04-1930,33.5,-
בית ג'מל מאוישת                                   ,7150,01-05-1930,36.2,-
בית ג'מל מאוישת                                   ,7150,02-05-1930,34.0,15.6
בית ג'מל מאוישת                                   ,7150,03-05-1930,38.9,-
בית ג'מל מאוישת                                   ,7150,04-05-1930,-,-
בית ג'מל מאוישת                                   ,7150,05-05-1930,26.8,14.9
בית ג'מל מאוישת                                   ,7150,06-05-1930,25.6,13.4
בית ג'מל מאוישת                                   ,7150,07-05-1930,24.2,12.6
בית ג'מל מאוישת                                   ,7150,08-05-1930,26.8,12.0
בית ג'מל מאוישת                                   ,7150,09-05-1930,28.9,14.0
בית ג'מל מאוישת                                   ,7150,10-05-1930,36.5,-
בית ג'מל מאוישת                                   ,7150,11-05-1930,34.0,-
בית ג'מל מאוישת                                   ,7150,12-05-1930,22.9,15.0
בית ג'מל מאוישת                                   ,7150,13-05-1930,25.7,13.7
בית ג'מל מאוישת                                   ,7150,14-05-1930,30.0,-
בית ג'מל מאוישת                                   ,7150,15-05-1930,29.7,-
בית ג'מל מאוישת                                   ,7150,16-05-1930,28.0,12.3
בית ג'מל מאוישת                                   ,7150,17-05-1930,27.3,12.6
בית ג'מל מאוישת                                   ,7150,18-05-1930,33.6,15.8
בית ג'מל מאוישת                                   ,7150,19-05-1930,31.0,17.8
בית ג'מל מאוישת                                   ,7150,20-05-1930,29.8,15.0
בית ג'מל מאוישת                                   ,7150,21-05-1930,27.9,13.2
בית ג'מל מאוישת                                   ,7150,22-05-1930,27.0,13.5
בית ג'מל מאוישת                                   ,7150,23-05-1930,27.0,13.5
בית ג'מל מאוישת                                   ,7150,24-05-1930,28.2,13.3
בית ג'מל מאוישת                                   ,7150,25-05-1930,32.9,-
בית ג'מל מאוישת                                   ,7150,26-05-1930,-,17.0
בית ג'מל מאוישת                                   ,7150,27-05-1930,-,17.0
בית ג'מל מאוישת                                   ,7150,28-05-1930,33.0,16.3
בית ג'מל מאוישת                                   ,7150,29-05-1930,-,17.7
בית ג'מל מאוישת                                   ,7150,30-05-1930,-,16.7
בית ג'מל מאוישת                                   ,7150,31-05-1930,-,16.3
בית ג'מל מאוישת                                   ,7150,01-06-1930,-,-
בית ג'מל מאוישת                                   ,7150,02-06-1930,-,17.5
בית ג'מל מאוישת                                   ,7150,03-06-1930,-,19.0
בית ג'מל מאוישת                                   ,7150,04-06-1930,-,17.2
בית ג'מל מאוישת                                   ,7150,05-06-1930,-,18.5
בית ג'מל מאוישת                                   ,7150,06-06-1930,-,18.2
בית ג'מל מאוישת                                   ,7150,07-06-1930,-,18.4
בית ג'מל מאוישת                                   ,7150,08-06-1930,-,18.5
בית ג'מל מאוישת                                   ,7150,09-06-1930,34.7,21.0
בית ג'מל מאוישת                                   ,7150,10-06-1930,38.0,21.5
בית ג'מל מאוישת                                   ,7150,11-06-1930,40.6,-
בית ג'מל מאוישת                                   ,7150,12-06-1930,-,-
בית ג'מל מאוישת                                   ,7150,13-06-1930,-,18.6
בית ג'מל מאוישת                                   ,7150,14-06-1930,32.9,18.4
בית ג'מל מאוישת                                   ,7150,15-06-1930,35.2,17.5
בית ג'מל מאוישת                                   ,7150,16-06-1930,35.9,-
בית ג'מל מאוישת                                   ,7150,17-06-1930,32.0,18.5
בית ג'מל מאוישת                                   ,7150,18-06-1930,32.2,17.8
בית ג'מל מאוישת                                   ,7150,19-06-1930,31.9,17.4
בית ג'מל מאוישת                                   ,7150,20-06-1930,31.0,17.0
בית ג'מל מאוישת                                   ,7150,21-06-1930,31.9,18.6
בית ג'מל מאוישת                                   ,7150,22-06-1930,32.0,18.8
בית ג'מל מאוישת                                   ,7150,23-06-1930,38.5,21.5
בית ג'מל מאוישת                                   ,7150,24-06-1930,31.9,19.0
בית ג'מל מאוישת                                   ,7150,25-06-1930,31.0,18.6
בית ג'מל מאוישת                                   ,7150,26-06-1930,31.0,17.9
בית ג'מל מאוישת                                   ,7150,27-06-1930,32.5,18.5
בית ג'מל מאוישת                                   ,7150,28-06-1930,32.7,18.5
בית ג'מל מאוישת                                   ,7150,29-06-1930,32.0,18.4
בית ג'מל מאוישת                                   ,7150,30-06-1930,30.6,18.8
בית ג'מל מאוישת                                   ,7150,01-07-1930,32.0,19.1
בית ג'מל מאוישת                                   ,7150,02-07-1930,31.9,19.2
בית ג'מל מאוישת                                   ,7150,03-07-1930,30.0,20.6
בית ג'מל מאוישת                                   ,7150,04-07-1930,30.5,19.8
בית ג'מל מאוישת                                   ,7150,05-07-1930,34.8,19.5
בית ג'מל מאוישת                                   ,7150,06-07-1930,33.9,20.0
בית ג'מל מאוישת                                   ,7150,07-07-1930,33.4,19.7
בית ג'מל מאוישת                                   ,7150,08-07-1930,32.0,19.3
בית ג'מל מאוישת                                   ,7150,09-07-1930,34.0,20.0
בית ג'מל מאוישת                                   ,7150,10-07-1930,34.0,21.2
בית ג'מל מאוישת                                   ,7150,11-07-1930,33.2,20.5
בית ג'מל מאוישת                                   ,7150,12-07-1930,33.5,20.5
בית ג'מל מאוישת                                   ,7150,13-07-1930,32.8,20.5
בית ג'מל מאוישת                                   ,7150,14-07-1930,31.8,20.2
בית ג'מל מאוישת                                   ,7150,15-07-1930,32.4,20.5
בית ג'מל מאוישת                                   ,7150,16-07-1930,34.0,22.0
בית ג'מל מאוישת                                   ,7150,17-07-1930,31.9,20.3
בית ג'מל מאוישת                                   ,7150,18-07-1930,31.7,19.2
בית ג'מל מאוישת                                   ,7150,19-07-1930,31.9,20.5
בית ג'מל מאוישת                                   ,7150,20-07-1930,34.0,19.5
בית ג'מל מאוישת                                   ,7150,21-07-1930,34.4,19.6
בית ג'מל מאוישת                                   ,7150,22-07-1930,31.5,20.5
בית ג'מל מאוישת                                   ,7150,23-07-1930,32.0,20.2
בית ג'מל מאוישת                                   ,7150,24-07-1930,34.0,20.0
בית ג'מל מאוישת                                   ,7150,25-07-1930,36.0,21.2
בית ג'מל מאוישת                                   ,7150,26-07-1930,35.9,21.5
בית ג'מל מאוישת                                   ,7150,27-07-1930,33.0,20.0
בית ג'מל מאוישת                                   ,7150,28-07-1930,34.0,23.0
בית ג'מל מאוישת                                   ,7150,29-07-1930,33.0,21.3
בית ג'מל מאוישת                                   ,7150,30-07-1930,32.0,21.3
בית ג'מל מאוישת                                   ,7150,31-07-1930,33.0,21.0
בית ג'מל מאוישת                                   ,7150,01-08-1930,33.6,20.8
בית ג'מל מאוישת                                   ,7150,02-08-1930,33.7,20.0
בית ג'מל מאוישת                                   ,7150,03-08-1930,34.5,21.4
בית ג'מל מאוישת                                   ,7150,04-08-1930,34.0,21.5
בית ג'מל מאוישת                                   ,7150,05-08-1930,33.0,21.5
בית ג'מל מאוישת                                   ,7150,06-08-1930,34.8,21.7
בית ג'מל מאוישת                                   ,7150,07-08-1930,35.5,21.4
בית ג'מל מאוישת                                   ,7150,08-08-1930,37.6,21.6
בית ג'מל מאוישת                                   ,7150,09-08-1930,35.0,21.5
בית ג'מל מאוישת                                   ,7150,10-08-1930,35.8,21.0
בית ג'מל מאוישת                                   ,7150,11-08-1930,32.0,21.0
בית ג'מל מאוישת                                   ,7150,12-08-1930,29.7,21.0
בית ג'מל מאוישת                                   ,7150,13-08-1930,32.5,18.9
בית ג'מל מאוישת                                   ,7150,14-08-1930,32.7,20.5
בית ג'מל מאוישת                                   ,7150,15-08-1930,31.5,19.9
בית ג'מל מאוישת                                   ,7150,16-08-1930,33.3,20.5
בית ג'מל מאוישת                                   ,7150,17-08-1930,32.3,20.6
בית ג'מל מאוישת                                   ,7150,18-08-1930,31.9,21.0
בית ג'מל מאוישת                                   ,7150,19-08-1930,32.8,20.5
בית ג'מל מאוישת                                   ,7150,20-08-1930,33.9,19.9
בית ג'מל מאוישת                                   ,7150,21-08-1930,35.5,20.0
בית ג'מל מאוישת                                   ,7150,22-08-1930,35.4,21.0
בית ג'מל מאוישת                                   ,7150,23-08-1930,36.0,21.1
בית ג'מל מאוישת                                   ,7150,24-08-1930,35.8,20.6
בית ג'מל מאוישת                                   ,7150,25-08-1930,35.2,20.4
בית ג'מל מאוישת                                   ,7150,26-08-1930,35.5,20.0
בית ג'מל מאוישת                                   ,7150,27-08-1930,35.8,21.5
בית ג'מל מאוישת                                   ,7150,28-08-1930,35.6,23.0
בית ג'מל מאוישת                                   ,7150,29-08-1930,34.0,22.0
בית ג'מל מאוישת                                   ,7150,30-08-1930,33.8,20.0
בית ג'מל מאוישת                                   ,7150,31-08-1930,33.7,20.6
בית ג'מל מאוישת                                   ,7150,01-09-1930,34.3,21.2
בית ג'מל מאוישת                                   ,7150,02-09-1930,35.6,20.5
בית ג'מל מאוישת                                   ,7150,03-09-1930,35.4,20.4
בית ג'מל מאוישת                                   ,7150,04-09-1930,33.8,19.9
בית ג'מל מאוישת                                   ,7150,05-09-1930,33.9,19.3
בית ג'מל מאוישת                                   ,7150,06-09-1930,33.0,19.3
בית ג'מל מאוישת                                   ,7150,07-09-1930,33.3,19.5
בית ג'מל מאוישת                                   ,7150,08-09-1930,34.2,19.4
בית ג'מל מאוישת                                   ,7150,09-09-1930,31.7,20.0
בית ג'מל מאוישת                                   ,7150,10-09-1930,30.6,19.5
בית ג'מל מאוישת                                   ,7150,11-09-1930,31.5,19.4
בית ג'מל מאוישת                                   ,7150,12-09-1930,-,17.5
בית ג'מל מאוישת                                   ,7150,13-09-1930,31.2,20.4
בית ג'מל מאוישת                                   ,7150,14-09-1930,32.5,21.2
בית ג'מל מאוישת                                   ,7150,15-09-1930,34.5,20.6
בית ג'מל מאוישת                                   ,7150,16-09-1930,33.4,20.8
בית ג'מל מאוישת                                   ,7150,17-09-1930,32.8,20.2
בית ג'מל מאוישת                                   ,7150,18-09-1930,30.0,20.0
בית ג'מל מאוישת                                   ,7150,19-09-1930,29.7,18.5
בית ג'מל מאוישת                                   ,7150,20-09-1930,29.6,19.8
בית ג'מל מאוישת                                   ,7150,21-09-1930,30.4,19.2
בית ג'מל מאוישת                                   ,7150,22-09-1930,30.8,19.0
בית ג'מל מאוישת                                   ,7150,23-09-1930,31.5,18.3
בית ג'מל מאוישת                                   ,7150,24-09-1930,34.0,19.5
בית ג'מל מאוישת                                   ,7150,25-09-1930,37.5,19.5
בית ג'מל מאוישת                                   ,7150,26-09-1930,38.9,-
בית ג'מל מאוישת                                   ,7150,27-09-1930,33.4,21.2
בית ג'מל מאוישת                                   ,7150,28-09-1930,31.0,17.5
בית ג'מל מאוישת                                   ,7150,29-09-1930,31.4,-
בית ג'מל מאוישת                                   ,7150,30-09-1930,30.7,-
בית ג'מל מאוישת                                   ,7150,01-10-1930,31.8,-
בית ג'מל מאוישת                                   ,7150,02-10-1930,30.6,19.4
בית ג'מל מאוישת                                   ,7150,03-10-1930,29.6,18.9
בית ג'מל מאוישת                                   ,7150,04-10-1930,28.9,18.5
בית ג'מל מאוישת                                   ,7150,05-10-1930,28.3,18.6
בית ג'מל מאוישת                                   ,7150,06-10-1930,29.1,16.1
בית ג'מל מאוישת                                   ,7150,07-10-1930,29.4,16.3
בית ג'מל מאוישת                                   ,7150,08-10-1930,30.1,18.0
בית ג'מל מאוישת                                   ,7150,09-10-1930,30.1,17.5
בית ג'מל מאוישת                                   ,7150,10-10-1930,32.5,18.6
בית ג'מל מאוישת                                   ,7150,11-10-1930,34.6,20.0
בית ג'מל מאוישת                                   ,7150,12-10-1930,37.5,-
בית ג'מל מאוישת                                   ,7150,13-10-1930,30.8,20.7
בית ג'מל מאוישת                                   ,7150,14-10-1930,30.6,19.0
בית ג'מל מאוישת                                   ,7150,15-10-1930,27.7,18.0
בית ג'מל מאוישת                                   ,7150,16-10-1930,30.5,18.6
בית ג'מל מאוישת                                   ,7150,17-10-1930,30.4,17.4
בית ג'מל מאוישת                                   ,7150,18-10-1930,28.8,16.5
בית ג'מל מאוישת                                   ,7150,19-10-1930,29.0,17.5
בית ג'מל מאוישת                                   ,7150,20-10-1930,29.0,17.4
בית ג'מל מאוישת                                   ,7150,21-10-1930,27.2,18.4
בית ג'מל מאוישת                                   ,7150,22-10-1930,29.2,18.6
בית ג'מל מאוישת                                   ,7150,23-10-1930,29.4,17.9
בית ג'מל מאוישת                                   ,7150,24-10-1930,32.1,17.8
בית ג'מל מאוישת                                   ,7150,25-10-1930,34.7,18.1
בית ג'מל מאוישת                                   ,7150,26-10-1930,35.3,21.2
בית ג'מל מאוישת                                   ,7150,27-10-1930,-,21.2
בית ג'מל מאוישת                                   ,7150,28-10-1930,33.9,19.4
בית ג'מל מאוישת                                   ,7150,29-10-1930,28.8,18.2
בית ג'מל מאוישת                                   ,7150,30-10-1930,27.8,17.0
בית ג'מל מאוישת                                   ,7150,31-10-1930,24.4,15.8
בית ג'מל מאוישת                                   ,7150,01-11-1930,24.7,-
בית ג'מל מאוישת                                   ,7150,02-11-1930,23.1,-
בית ג'מל מאוישת                                   ,7150,03-11-1930,23.7,-
בית ג'מל מאוישת                                   ,7150,04-11-1930,29.6,-
בית ג'מל מאוישת                                   ,7150,05-11-1930,29.9,-
בית ג'מל מאוישת                                   ,7150,06-11-1930,-,-
בית ג'מל מאוישת                                   ,7150,07-11-1930,27.1,20.8
בית ג'מל מאוישת                                   ,7150,08-11-1930,32.2,18.4
בית ג'מל מאוישת                                   ,7150,09-11-1930,28.9,16.8
בית ג'מל מאוישת                                   ,7150,10-11-1930,27.0,16.4
בית ג'מל מאוישת                                   ,7150,11-11-1930,26.4,16.8
בית ג'מל מאוישת                                   ,7150,12-11-1930,26.2,15.5
בית ג'מל מאוישת                                   ,7150,13-11-1930,23.9,14.8
בית ג'מל מאוישת                                   ,7150,14-11-1930,23.5,15.3
בית ג'מל מאוישת                                   ,7150,15-11-1930,26.2,14.6
בית ג'מל מאוישת                                   ,7150,16-11-1930,26.0,-
בית ג'מל מאוישת                                   ,7150,17-11-1930,21.9,15.5
בית ג'מל מאוישת                                   ,7150,18-11-1930,20.6,12.8
בית ג'מל מאוישת                                   ,7150,19-11-1930,20.0,13.9
בית ג'מל מאוישת                                   ,7150,20-11-1930,22.7,-
בית ג'מל מאוישת                                   ,7150,21-11-1930,22.7,-
בית ג'מל מאוישת                                   ,7150,22-11-1930,25.4,12.5
בית ג'מל מאוישת                                   ,7150,23-11-1930,26.3,-
בית ג'מל מאוישת                                   ,7150,24-11-1930,22.8,-
בית ג'מל מאוישת                                   ,7150,25-11-1930,21.0,13.0
בית ג'מל מאוישת                                   ,7150,26-11-1930,21.1,11.5
בית ג'מל מאוישת                                   ,7150,27-11-1930,21.9,12.5
בית ג'מל מאוישת                                   ,7150,28-11-1930,22.3,10.4
בית ג'מל מאוישת                                   ,7150,29-11-1930,20.3,10.0
בית ג'מל מאוישת                                   ,7150,30-11-1930,21.5,10.9
בית ג'מל מאוישת                                   ,7150,01-12-1930,21.8,9.1
בית ג'מל מאוישת                                   ,7150,02-12-1930,21.9,-
בית ג'מל מאוישת                                   ,7150,03-12-1930,22.3,11.6
בית ג'מל מאוישת                                   ,7150,04-12-1930,25.2,-
בית ג'מל מאוישת                                   ,7150,05-12-1930,27.2,-
בית ג'מל מאוישת                                   ,7150,06-12-1930,-,13.8
בית ג'מל מאוישת                                   ,7150,07-12-1930,22.3,13.2
בית ג'מל מאוישת                                   ,7150,08-12-1930,20.3,13.0
בית ג'מל מאוישת                                   ,7150,09-12-1930,18.7,12.5
בית ג'מל מאוישת                                   ,7150,10-12-1930,19.3,-
בית ג'מל מאוישת                                   ,7150,11-12-1930,19.8,-
בית ג'מל מאוישת                                   ,7150,12-12-1930,20.5,-
בית ג'מל מאוישת                                   ,7150,13-12-1930,23.0,-
בית ג'מל מאוישת                                   ,7150,14-12-1930,21.5,14.0
בית ג'מל מאוישת                                   ,7150,15-12-1930,20.3,10.5
בית ג'מל מאוישת                                   ,7150,16-12-1930,21.2,11.3
בית ג'מל מאוישת                                   ,7150,17-12-1930,25.3,11.1
בית ג'מל מאוישת                                   ,7150,18-12-1930,24.3,-
בית ג'מל מאוישת                                   ,7150,19-12-1930,22.8,15.8
בית ג'מל מאוישת                                   ,7150,20-12-1930,23.4,-
בית ג'מל מאוישת                                   ,7150,21-12-1930,24.3,15.5
בית ג'מל מאוישת                                   ,7150,22-12-1930,24.5,-
בית ג'מל מאוישת                                   ,7150,23-12-1930,24.0,13.1
בית ג'מל מאוישת                                   ,7150,24-12-1930,24.1,13.0
בית ג'מל מאוישת                                   ,7150,25-12-1930,20.4,13.2
בית ג'מל מאוישת                                   ,7150,26-12-1930,19.4,12.1
בית ג'מל מאוישת                                   ,7150,27-12-1930,-,-
בית ג'מל מאוישת                                   ,7150,28-12-1930,-,-
בית ג'מל מאוישת                                   ,7150,29-12-1930,-,-
בית ג'מל מאוישת                                   ,7150,30-12-1930,15.8,8.2
בית ג'מל מאוישת                                   ,7150,31-12-1930,17.4,9.9
בית ג'מל מאוישת                                   ,7150,01-01-1931,15.9,10.3
בית ג'מל מאוישת                                   ,7150,02-01-1931,19.8,10.5
בית ג'מל מאוישת                                   ,7150,03-01-1931,21.6,10.0
בית ג'מל מאוישת                                   ,7150,04-01-1931,20.9,11.0
בית ג'מל מאוישת                                   ,7150,05-01-1931,21.9,11.5
בית ג'מל מאוישת                                   ,7150,06-01-1931,22.3,12.1
בית ג'מל מאוישת                                   ,7150,07-01-1931,24.2,-
בית ג'מל מאוישת                                   ,7150,08-01-1931,24.7,-
בית ג'מל מאוישת                                   ,7150,09-01-1931,23.7,10.8
בית ג'מל מאוישת                                   ,7150,10-01-1931,16.7,9.8
בית ג'מל מאוישת                                   ,7150,11-01-1931,18.8,9.5
בית ג'מל מאוישת                                   ,7150,12-01-1931,19.3,9.8
בית ג'מל מאוישת                                   ,7150,13-01-1931,23.8,9.9
בית ג'מל מאוישת                                   ,7150,14-01-1931,-,-
בית ג'מל מאוישת                                   ,7150,15-01-1931,-,9.3
בית ג'מל מאוישת                                   ,7150,16-01-1931,22.4,9.4
בית ג'מל מאוישת                                   ,7150,17-01-1931,22.8,-
בית ג'מל מאוישת                                   ,7150,18-01-1931,18.8,9.1
בית ג'מל מאוישת                                   ,7150,19-01-1931,17.0,9.0
בית ג'מל מאוישת                                   ,7150,20-01-1931,-,6.6
בית ג'מל מאוישת                                   ,7150,21-01-1931,12.6,5.7
בית ג'מל מאוישת                                   ,7150,22-01-1931,14.8,5.6
בית ג'מל מאוישת                                   ,7150,23-01-1931,16.2,5.7
בית ג'מל מאוישת                                   ,7150,24-01-1931,16.0,5.7
בית ג'מל מאוישת                                   ,7150,25-01-1931,-,7.1
בית ג'מל מאוישת                                   ,7150,26-01-1931,17.8,7.3
בית ג'מל מאוישת                                   ,7150,27-01-1931,18.3,7.6
בית ג'מל מאוישת                                   ,7150,28-01-1931,17.5,9.8
בית ג'מל מאוישת                                   ,7150,29-01-1931,12.2,-
בית ג'מל מאוישת                                   ,7150,30-01-1931,15.3,6.3
בית ג'מל מאוישת                                   ,7150,31-01-1931,17.9,7.1
בית ג'מל מאוישת                                   ,7150,01-02-1931,20.9,7.2
בית ג'מל מאוישת                                   ,7150,02-02-1931,-,-
בית ג'מל מאוישת                                   ,7150,03-02-1931,15.4,7.9
בית ג'מל מאוישת                                   ,7150,04-02-1931,16.6,7.6
בית ג'מל מאוישת                                   ,7150,05-02-1931,16.4,-
בית ג'מל מאוישת                                   ,7150,06-02-1931,19.5,8.5
בית ג'מל מאוישת                                   ,7150,07-02-1931,17.8,-
בית ג'מל מאוישת                                   ,7150,08-02-1931,17.6,7.5
בית ג'מל מאוישת                                   ,7150,09-02-1931,16.1,7.3
