שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית ג'מל מאוישת                                   ,7150,18-03-1935,23.4,-
בית ג'מל מאוישת                                   ,7150,19-03-1935,24.8,-
בית ג'מל מאוישת                                   ,7150,20-03-1935,17.0,11.9
בית ג'מל מאוישת                                   ,7150,21-03-1935,15.9,9.9
בית ג'מל מאוישת                                   ,7150,22-03-1935,19.4,9.5
בית ג'מל מאוישת                                   ,7150,23-03-1935,20.8,10.2
בית ג'מל מאוישת                                   ,7150,24-03-1935,21.4,9.5
בית ג'מל מאוישת                                   ,7150,25-03-1935,24.4,11.0
בית ג'מל מאוישת                                   ,7150,26-03-1935,24.8,12.1
בית ג'מל מאוישת                                   ,7150,27-03-1935,22.2,12.1
בית ג'מל מאוישת                                   ,7150,28-03-1935,26.6,9.4
בית ג'מל מאוישת                                   ,7150,29-03-1935,25.2,12.6
בית ג'מל מאוישת                                   ,7150,30-03-1935,-,-
בית ג'מל מאוישת                                   ,7150,31-03-1935,20.3,10.6
בית ג'מל מאוישת                                   ,7150,01-04-1935,25.8,-
בית ג'מל מאוישת                                   ,7150,02-04-1935,20.3,11.0
בית ג'מל מאוישת                                   ,7150,03-04-1935,18.1,8.1
בית ג'מל מאוישת                                   ,7150,04-04-1935,18.2,8.2
בית ג'מל מאוישת                                   ,7150,05-04-1935,19.2,9.1
בית ג'מל מאוישת                                   ,7150,06-04-1935,21.6,-
בית ג'מל מאוישת                                   ,7150,07-04-1935,28.8,10.8
בית ג'מל מאוישת                                   ,7150,08-04-1935,31.4,-
בית ג'מל מאוישת                                   ,7150,09-04-1935,26.1,16.5
בית ג'מל מאוישת                                   ,7150,10-04-1935,17.8,11.9
בית ג'מל מאוישת                                   ,7150,11-04-1935,18.2,10.5
בית ג'מל מאוישת                                   ,7150,12-04-1935,18.7,10.9
בית ג'מל מאוישת                                   ,7150,13-04-1935,20.1,11.4
בית ג'מל מאוישת                                   ,7150,14-04-1935,23.2,11.6
בית ג'מל מאוישת                                   ,7150,15-04-1935,20.9,11.1
בית ג'מל מאוישת                                   ,7150,16-04-1935,22.4,12.0
בית ג'מל מאוישת                                   ,7150,17-04-1935,19.9,10.7
בית ג'מל מאוישת                                   ,7150,18-04-1935,20.8,9.9
בית ג'מל מאוישת                                   ,7150,19-04-1935,25.9,8.9
בית ג'מל מאוישת                                   ,7150,20-04-1935,23.6,10.7
בית ג'מל מאוישת                                   ,7150,21-04-1935,22.2,9.9
בית ג'מל מאוישת                                   ,7150,22-04-1935,21.1,10.5
בית ג'מל מאוישת                                   ,7150,23-04-1935,24.6,8.9
בית ג'מל מאוישת                                   ,7150,24-04-1935,34.2,15.2
בית ג'מל מאוישת                                   ,7150,25-04-1935,31.7,20.5
בית ג'מל מאוישת                                   ,7150,26-04-1935,34.8,-
בית ג'מל מאוישת                                   ,7150,27-04-1935,38.5,18.9
בית ג'מל מאוישת                                   ,7150,28-04-1935,38.8,25.0
בית ג'מל מאוישת                                   ,7150,29-04-1935,37.0,22.0
בית ג'מל מאוישת                                   ,7150,30-04-1935,40.3,21.8
בית ג'מל מאוישת                                   ,7150,01-05-1935,42.5,29.1
בית ג'מל מאוישת                                   ,7150,02-05-1935,42.0,30.5
בית ג'מל מאוישת                                   ,7150,03-05-1935,37.5,23.2
בית ג'מל מאוישת                                   ,7150,04-05-1935,28.0,16.8
בית ג'מל מאוישת                                   ,7150,05-05-1935,28.5,14.5
בית ג'מל מאוישת                                   ,7150,06-05-1935,23.5,13.3
בית ג'מל מאוישת                                   ,7150,07-05-1935,27.7,14.8
בית ג'מל מאוישת                                   ,7150,08-05-1935,24.7,15.3
בית ג'מל מאוישת                                   ,7150,09-05-1935,27.5,11.5
בית ג'מל מאוישת                                   ,7150,10-05-1935,26.6,-
בית ג'מל מאוישת                                   ,7150,11-05-1935,28.5,15.0
בית ג'מל מאוישת                                   ,7150,12-05-1935,29.0,14.5
בית ג'מל מאוישת                                   ,7150,13-05-1935,32.5,16.3
בית ג'מל מאוישת                                   ,7150,14-05-1935,36.7,-
בית ג'מל מאוישת                                   ,7150,15-05-1935,29.7,16.8
בית ג'מל מאוישת                                   ,7150,16-05-1935,25.5,15.0
בית ג'מל מאוישת                                   ,7150,17-05-1935,27.5,15.3
בית ג'מל מאוישת                                   ,7150,18-05-1935,29.5,17.0
בית ג'מל מאוישת                                   ,7150,19-05-1935,35.5,16.5
בית ג'מל מאוישת                                   ,7150,20-05-1935,37.7,19.5
בית ג'מל מאוישת                                   ,7150,21-05-1935,35.0,22.0
בית ג'מל מאוישת                                   ,7150,22-05-1935,33.5,-
בית ג'מל מאוישת                                   ,7150,23-05-1935,35.4,-
בית ג'מל מאוישת                                   ,7150,24-05-1935,37.5,23.3
בית ג'מל מאוישת                                   ,7150,25-05-1935,35.5,22.8
בית ג'מל מאוישת                                   ,7150,26-05-1935,36.0,21.0
בית ג'מל מאוישת                                   ,7150,27-05-1935,35.5,21.6
בית ג'מל מאוישת                                   ,7150,28-05-1935,30.7,-
בית ג'מל מאוישת                                   ,7150,29-05-1935,33.5,17.9
בית ג'מל מאוישת                                   ,7150,30-05-1935,37.6,19.5
בית ג'מל מאוישת                                   ,7150,31-05-1935,39.0,23.5
בית ג'מל מאוישת                                   ,7150,01-06-1935,36.0,-
בית ג'מל מאוישת                                   ,7150,02-06-1935,35.5,19.9
בית ג'מל מאוישת                                   ,7150,03-06-1935,34.5,20.1
בית ג'מל מאוישת                                   ,7150,04-06-1935,34.6,20.5
בית ג'מל מאוישת                                   ,7150,05-06-1935,34.5,16.6
בית ג'מל מאוישת                                   ,7150,06-06-1935,33.0,18.1
בית ג'מל מאוישת                                   ,7150,07-06-1935,35.6,18.5
בית ג'מל מאוישת                                   ,7150,08-06-1935,34.6,18.7
בית ג'מל מאוישת                                   ,7150,09-06-1935,34.7,19.5
בית ג'מל מאוישת                                   ,7150,10-06-1935,35.3,21.3
בית ג'מל מאוישת                                   ,7150,11-06-1935,32.5,20.2
בית ג'מל מאוישת                                   ,7150,12-06-1935,30.5,19.8
בית ג'מל מאוישת                                   ,7150,13-06-1935,30.5,18.4
בית ג'מל מאוישת                                   ,7150,14-06-1935,31.5,18.8
בית ג'מל מאוישת                                   ,7150,15-06-1935,32.5,20.4
בית ג'מל מאוישת                                   ,7150,16-06-1935,30.5,19.0
בית ג'מל מאוישת                                   ,7150,17-06-1935,31.5,19.3
בית ג'מל מאוישת                                   ,7150,18-06-1935,32.5,19.4
בית ג'מל מאוישת                                   ,7150,19-06-1935,32.5,18.4
בית ג'מל מאוישת                                   ,7150,20-06-1935,31.5,18.3
בית ג'מל מאוישת                                   ,7150,21-06-1935,29.4,19.0
בית ג'מל מאוישת                                   ,7150,22-06-1935,31.5,18.3
בית ג'מל מאוישת                                   ,7150,23-06-1935,31.5,18.8
בית ג'מל מאוישת                                   ,7150,24-06-1935,31.0,18.4
בית ג'מל מאוישת                                   ,7150,25-06-1935,29.7,19.5
בית ג'מל מאוישת                                   ,7150,26-06-1935,27.8,18.7
בית ג'מל מאוישת                                   ,7150,27-06-1935,28.7,19.6
בית ג'מל מאוישת                                   ,7150,28-06-1935,32.0,18.5
בית ג'מל מאוישת                                   ,7150,29-06-1935,32.0,18.6
בית ג'מל מאוישת                                   ,7150,30-06-1935,31.2,18.5
בית ג'מל מאוישת                                   ,7150,01-07-1935,31.2,19.0
בית ג'מל מאוישת                                   ,7150,02-07-1935,31.8,19.8
בית ג'מל מאוישת                                   ,7150,03-07-1935,32.6,19.9
בית ג'מל מאוישת                                   ,7150,04-07-1935,33.0,20.1
בית ג'מל מאוישת                                   ,7150,05-07-1935,33.0,19.1
בית ג'מל מאוישת                                   ,7150,06-07-1935,34.0,18.4
בית ג'מל מאוישת                                   ,7150,07-07-1935,34.0,18.7
בית ג'מל מאוישת                                   ,7150,08-07-1935,33.7,19.8
בית ג'מל מאוישת                                   ,7150,09-07-1935,31.5,19.6
בית ג'מל מאוישת                                   ,7150,10-07-1935,29.0,21.4
בית ג'מל מאוישת                                   ,7150,11-07-1935,28.6,19.8
בית ג'מל מאוישת                                   ,7150,12-07-1935,30.5,18.4
בית ג'מל מאוישת                                   ,7150,13-07-1935,30.2,18.9
בית ג'מל מאוישת                                   ,7150,14-07-1935,30.7,19.5
בית ג'מל מאוישת                                   ,7150,15-07-1935,30.8,19.5
בית ג'מל מאוישת                                   ,7150,16-07-1935,30.6,18.2
בית ג'מל מאוישת                                   ,7150,17-07-1935,31.5,19.2
בית ג'מל מאוישת                                   ,7150,18-07-1935,30.9,19.5
בית ג'מל מאוישת                                   ,7150,19-07-1935,31.3,20.2
בית ג'מל מאוישת                                   ,7150,20-07-1935,31.4,19.4
בית ג'מל מאוישת                                   ,7150,21-07-1935,31.8,17.9
בית ג'מל מאוישת                                   ,7150,22-07-1935,33.2,19.5
בית ג'מל מאוישת                                   ,7150,23-07-1935,35.5,21.9
בית ג'מל מאוישת                                   ,7150,24-07-1935,37.5,20.8
בית ג'מל מאוישת                                   ,7150,25-07-1935,-,19.8
בית ג'מל מאוישת                                   ,7150,26-07-1935,32.0,20.5
בית ג'מל מאוישת                                   ,7150,27-07-1935,32.0,19.8
בית ג'מל מאוישת                                   ,7150,28-07-1935,31.5,20.0
בית ג'מל מאוישת                                   ,7150,29-07-1935,32.5,19.2
בית ג'מל מאוישת                                   ,7150,30-07-1935,33.0,18.5
בית ג'מל מאוישת                                   ,7150,31-07-1935,33.0,19.0
בית ג'מל מאוישת                                   ,7150,01-08-1935,32.5,19.1
בית ג'מל מאוישת                                   ,7150,02-08-1935,31.8,19.4
בית ג'מל מאוישת                                   ,7150,03-08-1935,34.0,19.7
בית ג'מל מאוישת                                   ,7150,04-08-1935,35.5,19.4
בית ג'מל מאוישת                                   ,7150,05-08-1935,34.3,20.5
בית ג'מל מאוישת                                   ,7150,06-08-1935,32.7,20.8
בית ג'מל מאוישת                                   ,7150,07-08-1935,33.7,18.7
בית ג'מל מאוישת                                   ,7150,08-08-1935,34.5,20.0
בית ג'מל מאוישת                                   ,7150,09-08-1935,31.0,20.0
בית ג'מל מאוישת                                   ,7150,10-08-1935,29.6,20.0
בית ג'מל מאוישת                                   ,7150,11-08-1935,29.7,20.1
בית ג'מל מאוישת                                   ,7150,12-08-1935,31.0,20.0
בית ג'מל מאוישת                                   ,7150,13-08-1935,31.7,19.4
בית ג'מל מאוישת                                   ,7150,14-08-1935,32.5,19.9
בית ג'מל מאוישת                                   ,7150,15-08-1935,31.8,19.0
בית ג'מל מאוישת                                   ,7150,16-08-1935,34.0,20.0
בית ג'מל מאוישת                                   ,7150,17-08-1935,35.0,20.7
בית ג'מל מאוישת                                   ,7150,18-08-1935,32.4,21.2
בית ג'מל מאוישת                                   ,7150,19-08-1935,32.0,21.3
בית ג'מל מאוישת                                   ,7150,20-08-1935,32.8,19.4
בית ג'מל מאוישת                                   ,7150,21-08-1935,34.7,19.6
בית ג'מל מאוישת                                   ,7150,22-08-1935,34.8,20.4
בית ג'מל מאוישת                                   ,7150,23-08-1935,34.8,20.2
בית ג'מל מאוישת                                   ,7150,24-08-1935,31.1,20.6
בית ג'מל מאוישת                                   ,7150,25-08-1935,32.3,20.0
בית ג'מל מאוישת                                   ,7150,26-08-1935,33.8,19.5
בית ג'מל מאוישת                                   ,7150,27-08-1935,33.6,20.5
בית ג'מל מאוישת                                   ,7150,28-08-1935,33.7,20.5
בית ג'מל מאוישת                                   ,7150,29-08-1935,33.8,20.8
בית ג'מל מאוישת                                   ,7150,30-08-1935,33.7,20.6
בית ג'מל מאוישת                                   ,7150,31-08-1935,34.5,19.6
בית ג'מל מאוישת                                   ,7150,01-09-1935,33.9,19.3
בית ג'מל מאוישת                                   ,7150,02-09-1935,33.5,20.1
בית ג'מל מאוישת                                   ,7150,03-09-1935,30.5,20.2
בית ג'מל מאוישת                                   ,7150,04-09-1935,30.7,20.5
בית ג'מל מאוישת                                   ,7150,05-09-1935,30.8,19.9
בית ג'מל מאוישת                                   ,7150,06-09-1935,31.9,19.8
בית ג'מל מאוישת                                   ,7150,07-09-1935,32.8,19.6
בית ג'מל מאוישת                                   ,7150,08-09-1935,33.0,21.0
בית ג'מל מאוישת                                   ,7150,09-09-1935,32.4,19.4
בית ג'מל מאוישת                                   ,7150,10-09-1935,32.1,18.4
בית ג'מל מאוישת                                   ,7150,11-09-1935,30.0,21.5
בית ג'מל מאוישת                                   ,7150,12-09-1935,30.9,19.0
בית ג'מל מאוישת                                   ,7150,13-09-1935,31.1,19.8
בית ג'מל מאוישת                                   ,7150,14-09-1935,31.8,19.3
בית ג'מל מאוישת                                   ,7150,15-09-1935,30.9,19.7
בית ג'מל מאוישת                                   ,7150,16-09-1935,31.1,20.0
בית ג'מל מאוישת                                   ,7150,17-09-1935,30.5,19.8
בית ג'מל מאוישת                                   ,7150,18-09-1935,31.5,18.8
בית ג'מל מאוישת                                   ,7150,19-09-1935,30.6,19.0
בית ג'מל מאוישת                                   ,7150,20-09-1935,30.1,19.7
בית ג'מל מאוישת                                   ,7150,21-09-1935,31.9,19.2
בית ג'מל מאוישת                                   ,7150,22-09-1935,31.5,20.5
בית ג'מל מאוישת                                   ,7150,23-09-1935,32.1,20.4
בית ג'מל מאוישת                                   ,7150,24-09-1935,32.2,20.3
בית ג'מל מאוישת                                   ,7150,25-09-1935,30.2,17.9
בית ג'מל מאוישת                                   ,7150,26-09-1935,30.8,19.1
בית ג'מל מאוישת                                   ,7150,27-09-1935,29.6,18.4
בית ג'מל מאוישת                                   ,7150,28-09-1935,29.8,19.3
בית ג'מל מאוישת                                   ,7150,29-09-1935,24.8,19.3
בית ג'מל מאוישת                                   ,7150,30-09-1935,27.3,16.0
בית ג'מל מאוישת                                   ,7150,01-10-1935,30.2,17.3
בית ג'מל מאוישת                                   ,7150,02-10-1935,31.3,16.7
בית ג'מל מאוישת                                   ,7150,03-10-1935,29.5,19.7
בית ג'מל מאוישת                                   ,7150,04-10-1935,33.5,20.9
בית ג'מל מאוישת                                   ,7150,05-10-1935,29.5,20.2
בית ג'מל מאוישת                                   ,7150,06-10-1935,28.4,18.8
בית ג'מל מאוישת                                   ,7150,07-10-1935,29.5,18.3
בית ג'מל מאוישת                                   ,7150,08-10-1935,30.7,18.0
בית ג'מל מאוישת                                   ,7150,09-10-1935,31.9,-
בית ג'מל מאוישת                                   ,7150,10-10-1935,31.8,20.1
בית ג'מל מאוישת                                   ,7150,11-10-1935,29.1,18.5
בית ג'מל מאוישת                                   ,7150,12-10-1935,31.1,17.5
בית ג'מל מאוישת                                   ,7150,13-10-1935,31.5,19.4
בית ג'מל מאוישת                                   ,7150,14-10-1935,33.7,19.0
בית ג'מל מאוישת                                   ,7150,15-10-1935,33.3,22.7
בית ג'מל מאוישת                                   ,7150,16-10-1935,34.5,-
בית ג'מל מאוישת                                   ,7150,17-10-1935,34.7,23.0
בית ג'מל מאוישת                                   ,7150,18-10-1935,32.4,21.7
בית ג'מל מאוישת                                   ,7150,19-10-1935,29.3,19.8
בית ג'מל מאוישת                                   ,7150,20-10-1935,26.8,17.6
בית ג'מל מאוישת                                   ,7150,21-10-1935,26.7,17.0
בית ג'מל מאוישת                                   ,7150,22-10-1935,26.6,17.0
בית ג'מל מאוישת                                   ,7150,23-10-1935,27.7,16.7
בית ג'מל מאוישת                                   ,7150,24-10-1935,31.3,16.2
בית ג'מל מאוישת                                   ,7150,25-10-1935,31.0,-
בית ג'מל מאוישת                                   ,7150,26-10-1935,28.8,18.2
בית ג'מל מאוישת                                   ,7150,27-10-1935,26.3,17.5
בית ג'מל מאוישת                                   ,7150,28-10-1935,32.5,17.3
בית ג'מל מאוישת                                   ,7150,29-10-1935,25.8,19.4
בית ג'מל מאוישת                                   ,7150,30-10-1935,24.3,18.7
בית ג'מל מאוישת                                   ,7150,31-10-1935,19.9,14.5
בית ג'מל מאוישת                                   ,7150,01-11-1935,19.2,12.8
בית ג'מל מאוישת                                   ,7150,02-11-1935,18.2,13.7
בית ג'מל מאוישת                                   ,7150,03-11-1935,19.5,12.0
בית ג'מל מאוישת                                   ,7150,04-11-1935,20.5,14.2
בית ג'מל מאוישת                                   ,7150,05-11-1935,22.3,13.6
בית ג'מל מאוישת                                   ,7150,06-11-1935,23.3,13.5
בית ג'מל מאוישת                                   ,7150,07-11-1935,26.0,15.0
בית ג'מל מאוישת                                   ,7150,08-11-1935,21.0,13.5
בית ג'מל מאוישת                                   ,7150,09-11-1935,22.7,15.0
בית ג'מל מאוישת                                   ,7150,10-11-1935,21.5,14.7
בית ג'מל מאוישת                                   ,7150,11-11-1935,22.5,14.2
בית ג'מל מאוישת                                   ,7150,12-11-1935,22.6,13.3
בית ג'מל מאוישת                                   ,7150,13-11-1935,21.9,13.7
בית ג'מל מאוישת                                   ,7150,14-11-1935,22.6,13.1
בית ג'מל מאוישת                                   ,7150,15-11-1935,24.2,-
בית ג'מל מאוישת                                   ,7150,16-11-1935,23.5,-
בית ג'מל מאוישת                                   ,7150,17-11-1935,19.5,-
בית ג'מל מאוישת                                   ,7150,18-11-1935,17.3,12.8
בית ג'מל מאוישת                                   ,7150,19-11-1935,20.5,12.6
בית ג'מל מאוישת                                   ,7150,20-11-1935,20.5,-
בית ג'מל מאוישת                                   ,7150,21-11-1935,17.4,-
בית ג'מל מאוישת                                   ,7150,22-11-1935,19.5,-
בית ג'מל מאוישת                                   ,7150,23-11-1935,19.1,-
בית ג'מל מאוישת                                   ,7150,24-11-1935,21.9,-
בית ג'מל מאוישת                                   ,7150,25-11-1935,20.7,-
בית ג'מל מאוישת                                   ,7150,26-11-1935,21.1,-
בית ג'מל מאוישת                                   ,7150,27-11-1935,24.4,-
בית ג'מל מאוישת                                   ,7150,28-11-1935,21.1,-
בית ג'מל מאוישת                                   ,7150,29-11-1935,-,-
בית ג'מל מאוישת                                   ,7150,30-11-1935,18.9,-
בית ג'מל מאוישת                                   ,7150,01-12-1935,17.5,11.3
בית ג'מל מאוישת                                   ,7150,02-12-1935,18.1,11.3
בית ג'מל מאוישת                                   ,7150,03-12-1935,21.9,12.6
בית ג'מל מאוישת                                   ,7150,04-12-1935,22.5,-
בית ג'מל מאוישת                                   ,7150,05-12-1935,22.5,-
בית ג'מל מאוישת                                   ,7150,06-12-1935,22.1,13.5
בית ג'מל מאוישת                                   ,7150,07-12-1935,20.8,13.5
בית ג'מל מאוישת                                   ,7150,08-12-1935,22.2,-
בית ג'מל מאוישת                                   ,7150,09-12-1935,25.7,-
בית ג'מל מאוישת                                   ,7150,10-12-1935,24.7,-
בית ג'מל מאוישת                                   ,7150,11-12-1935,17.6,9.8
בית ג'מל מאוישת                                   ,7150,12-12-1935,17.9,9.5
בית ג'מל מאוישת                                   ,7150,13-12-1935,22.4,-
בית ג'מל מאוישת                                   ,7150,14-12-1935,21.2,-
בית ג'מל מאוישת                                   ,7150,15-12-1935,21.3,-
בית ג'מל מאוישת                                   ,7150,16-12-1935,22.4,-
בית ג'מל מאוישת                                   ,7150,17-12-1935,15.8,-
בית ג'מל מאוישת                                   ,7150,18-12-1935,17.2,-
בית ג'מל מאוישת                                   ,7150,19-12-1935,19.5,-
בית ג'מל מאוישת                                   ,7150,20-12-1935,16.5,-
בית ג'מל מאוישת                                   ,7150,21-12-1935,18.9,-
בית ג'מל מאוישת                                   ,7150,22-12-1935,19.7,-
בית ג'מל מאוישת                                   ,7150,23-12-1935,19.8,11.0
בית ג'מל מאוישת                                   ,7150,24-12-1935,21.5,10.6
בית ג'מל מאוישת                                   ,7150,25-12-1935,21.3,-
בית ג'מל מאוישת                                   ,7150,26-12-1935,18.7,11.3
בית ג'מל מאוישת                                   ,7150,27-12-1935,18.1,-
בית ג'מל מאוישת                                   ,7150,28-12-1935,17.3,-
בית ג'מל מאוישת                                   ,7150,29-12-1935,19.6,-
בית ג'מל מאוישת                                   ,7150,30-12-1935,19.3,-
בית ג'מל מאוישת                                   ,7150,31-12-1935,18.1,-
בית ג'מל מאוישת                                   ,7150,01-01-1936,18.4,-
בית ג'מל מאוישת                                   ,7150,02-01-1936,19.1,-
בית ג'מל מאוישת                                   ,7150,03-01-1936,20.9,-
בית ג'מל מאוישת                                   ,7150,04-01-1936,16.5,-
בית ג'מל מאוישת                                   ,7150,05-01-1936,18.4,-
בית ג'מל מאוישת                                   ,7150,06-01-1936,18.1,-
בית ג'מל מאוישת                                   ,7150,07-01-1936,14.3,-
בית ג'מל מאוישת                                   ,7150,08-01-1936,18.8,-
בית ג'מל מאוישת                                   ,7150,09-01-1936,20.4,-
בית ג'מל מאוישת                                   ,7150,10-01-1936,18.8,-
בית ג'מל מאוישת                                   ,7150,11-01-1936,19.9,-
בית ג'מל מאוישת                                   ,7150,12-01-1936,17.7,-
בית ג'מל מאוישת                                   ,7150,13-01-1936,14.2,-
בית ג'מל מאוישת                                   ,7150,14-01-1936,15.0,-
בית ג'מל מאוישת                                   ,7150,15-01-1936,18.1,-
בית ג'מל מאוישת                                   ,7150,16-01-1936,19.9,-
בית ג'מל מאוישת                                   ,7150,17-01-1936,21.6,-
בית ג'מל מאוישת                                   ,7150,18-01-1936,16.6,-
בית ג'מל מאוישת                                   ,7150,19-01-1936,16.1,-
בית ג'מל מאוישת                                   ,7150,20-01-1936,17.4,-
בית ג'מל מאוישת                                   ,7150,21-01-1936,18.5,-
בית ג'מל מאוישת                                   ,7150,22-01-1936,19.7,-
בית ג'מל מאוישת                                   ,7150,23-01-1936,20.4,-
בית ג'מל מאוישת                                   ,7150,24-01-1936,18.7,-
בית ג'מל מאוישת                                   ,7150,25-01-1936,18.7,-
בית ג'מל מאוישת                                   ,7150,26-01-1936,19.6,-
בית ג'מל מאוישת                                   ,7150,27-01-1936,22.1,-
בית ג'מל מאוישת                                   ,7150,28-01-1936,25.9,-
בית ג'מל מאוישת                                   ,7150,29-01-1936,20.7,-
בית ג'מל מאוישת                                   ,7150,30-01-1936,16.4,-
בית ג'מל מאוישת                                   ,7150,31-01-1936,20.2,-
בית ג'מל מאוישת                                   ,7150,01-02-1936,22.1,-
בית ג'מל מאוישת                                   ,7150,02-02-1936,-,-
בית ג'מל מאוישת                                   ,7150,03-02-1936,16.8,-
בית ג'מל מאוישת                                   ,7150,04-02-1936,22.6,-
בית ג'מל מאוישת                                   ,7150,05-02-1936,21.4,-
בית ג'מל מאוישת                                   ,7150,06-02-1936,21.2,-
בית ג'מל מאוישת                                   ,7150,07-02-1936,18.1,-
בית ג'מל מאוישת                                   ,7150,08-02-1936,18.7,9.2
בית ג'מל מאוישת                                   ,7150,09-02-1936,18.9,9.7
בית ג'מל מאוישת                                   ,7150,10-02-1936,16.9,-
בית ג'מל מאוישת                                   ,7150,11-02-1936,20.1,9.6
בית ג'מל מאוישת                                   ,7150,12-02-1936,-,-
בית ג'מל מאוישת                                   ,7150,13-02-1936,-,-
בית ג'מל מאוישת                                   ,7150,14-02-1936,11.4,7.8
בית ג'מל מאוישת                                   ,7150,15-02-1936,15.6,-
בית ג'מל מאוישת                                   ,7150,16-02-1936,19.3,-
בית ג'מל מאוישת                                   ,7150,17-02-1936,21.3,-
בית ג'מל מאוישת                                   ,7150,18-02-1936,-,-
בית ג'מל מאוישת                                   ,7150,19-02-1936,17.1,-
בית ג'מל מאוישת                                   ,7150,20-02-1936,15.1,-
בית ג'מל מאוישת                                   ,7150,21-02-1936,17.6,10.0
בית ג'מל מאוישת                                   ,7150,22-02-1936,16.2,-
בית ג'מל מאוישת                                   ,7150,23-02-1936,15.9,9.2
בית ג'מל מאוישת                                   ,7150,24-02-1936,14.8,9.6
בית ג'מל מאוישת                                   ,7150,25-02-1936,22.3,-
בית ג'מל מאוישת                                   ,7150,26-02-1936,17.8,12.2
בית ג'מל מאוישת                                   ,7150,27-02-1936,18.9,10.0
בית ג'מל מאוישת                                   ,7150,28-02-1936,19.8,-
בית ג'מל מאוישת                                   ,7150,29-02-1936,24.1,-
בית ג'מל מאוישת                                   ,7150,01-03-1936,30.2,-
בית ג'מל מאוישת                                   ,7150,02-03-1936,20.5,13.1
בית ג'מל מאוישת                                   ,7150,03-03-1936,20.4,11.3
בית ג'מל מאוישת                                   ,7150,04-03-1936,24.2,11.6
בית ג'מל מאוישת                                   ,7150,05-03-1936,24.7,-
בית ג'מל מאוישת                                   ,7150,06-03-1936,25.1,-
בית ג'מל מאוישת                                   ,7150,07-03-1936,20.2,13.2
בית ג'מל מאוישת                                   ,7150,08-03-1936,21.8,11.8
בית ג'מל מאוישת                                   ,7150,09-03-1936,15.7,9.7
בית ג'מל מאוישת                                   ,7150,10-03-1936,14.6,9.1
בית ג'מל מאוישת                                   ,7150,11-03-1936,14.2,9.5
בית ג'מל מאוישת                                   ,7150,12-03-1936,16.9,9.5
בית ג'מל מאוישת                                   ,7150,13-03-1936,21.4,8.8
בית ג'מל מאוישת                                   ,7150,14-03-1936,26.6,-
בית ג'מל מאוישת                                   ,7150,15-03-1936,21.9,-
בית ג'מל מאוישת                                   ,7150,16-03-1936,20.3,12.5
בית ג'מל מאוישת                                   ,7150,17-03-1936,18.9,11.0
בית ג'מל מאוישת                                   ,7150,18-03-1936,21.5,10.0
בית ג'מל מאוישת                                   ,7150,19-03-1936,22.4,10.2
בית ג'מל מאוישת                                   ,7150,20-03-1936,24.8,-
בית ג'מל מאוישת                                   ,7150,21-03-1936,21.6,12.1
בית ג'מל מאוישת                                   ,7150,22-03-1936,19.9,10.5
בית ג'מל מאוישת                                   ,7150,23-03-1936,19.9,10.8
בית ג'מל מאוישת                                   ,7150,24-03-1936,22.8,-
בית ג'מל מאוישת                                   ,7150,25-03-1936,24.6,-
בית ג'מל מאוישת                                   ,7150,26-03-1936,29.2,-
בית ג'מל מאוישת                                   ,7150,27-03-1936,32.5,-
בית ג'מל מאוישת                                   ,7150,28-03-1936,28.2,15.8
בית ג'מל מאוישת                                   ,7150,29-03-1936,24.5,13.6
בית ג'מל מאוישת                                   ,7150,30-03-1936,18.7,-
בית ג'מל מאוישת                                   ,7150,31-03-1936,17.9,10.7
בית ג'מל מאוישת                                   ,7150,01-04-1936,17.0,10.6
בית ג'מל מאוישת                                   ,7150,02-04-1936,20.5,10.2
בית ג'מל מאוישת                                   ,7150,03-04-1936,20.9,10.5
בית ג'מל מאוישת                                   ,7150,04-04-1936,20.9,9.3
בית ג'מל מאוישת                                   ,7150,05-04-1936,20.6,11.2
בית ג'מל מאוישת                                   ,7150,06-04-1936,22.9,11.7
בית ג'מל מאוישת                                   ,7150,07-04-1936,24.4,11.7
בית ג'מל מאוישת                                   ,7150,08-04-1936,23.9,13.1
בית ג'מל מאוישת                                   ,7150,09-04-1936,27.9,13.5
בית ג'מל מאוישת                                   ,7150,10-04-1936,30.4,16.8
בית ג'מל מאוישת                                   ,7150,11-04-1936,35.3,22.6
בית ג'מל מאוישת                                   ,7150,12-04-1936,35.9,-
בית ג'מל מאוישת                                   ,7150,13-04-1936,-,15.3
בית ג'מל מאוישת                                   ,7150,14-04-1936,19.7,14.0
בית ג'מל מאוישת                                   ,7150,15-04-1936,26.3,13.2
בית ג'מל מאוישת                                   ,7150,16-04-1936,21.5,-
בית ג'מל מאוישת                                   ,7150,17-04-1936,26.4,-
בית ג'מל מאוישת                                   ,7150,18-04-1936,37.6,-
בית ג'מל מאוישת                                   ,7150,19-04-1936,-,16.4
בית ג'מל מאוישת                                   ,7150,20-04-1936,21.4,13.8
בית ג'מל מאוישת                                   ,7150,21-04-1936,28.2,10.5
בית ג'מל מאוישת                                   ,7150,22-04-1936,36.4,-
בית ג'מל מאוישת                                   ,7150,23-04-1936,39.4,-
בית ג'מל מאוישת                                   ,7150,24-04-1936,37.3,22.3
בית ג'מל מאוישת                                   ,7150,25-04-1936,22.3,14.8
