שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית ג'מל מאוישת                                   ,7150,02-05-1990,20.6,11.3
בית ג'מל מאוישת                                   ,7150,03-05-1990,22.0,10.5
בית ג'מל מאוישת                                   ,7150,04-05-1990,21.5,10.5
בית ג'מל מאוישת                                   ,7150,05-05-1990,20.0,12.2
בית ג'מל מאוישת                                   ,7150,06-05-1990,23.0,10.0
בית ג'מל מאוישת                                   ,7150,07-05-1990,24.5,12.0
בית ג'מל מאוישת                                   ,7150,08-05-1990,27.0,13.0
בית ג'מל מאוישת                                   ,7150,09-05-1990,30.2,17.0
בית ג'מל מאוישת                                   ,7150,10-05-1990,22.5,14.3
בית ג'מל מאוישת                                   ,7150,11-05-1990,21.0,13.0
בית ג'מל מאוישת                                   ,7150,12-05-1990,22.0,-
בית ג'מל מאוישת                                   ,7150,13-05-1990,25.0,13.3
בית ג'מל מאוישת                                   ,7150,14-05-1990,31.0,16.3
בית ג'מל מאוישת                                   ,7150,15-05-1990,31.5,18.0
בית ג'מל מאוישת                                   ,7150,16-05-1990,25.5,14.5
בית ג'מל מאוישת                                   ,7150,17-05-1990,27.0,14.5
בית ג'מל מאוישת                                   ,7150,18-05-1990,30.0,15.5
בית ג'מל מאוישת                                   ,7150,19-05-1990,30.7,18.5
בית ג'מל מאוישת                                   ,7150,20-05-1990,26.3,16.0
בית ג'מל מאוישת                                   ,7150,21-05-1990,26.3,15.0
בית ג'מל מאוישת                                   ,7150,22-05-1990,27.5,13.5
בית ג'מל מאוישת                                   ,7150,23-05-1990,27.0,15.5
בית ג'מל מאוישת                                   ,7150,24-05-1990,28.5,15.0
בית ג'מל מאוישת                                   ,7150,25-05-1990,30.0,15.5
בית ג'מל מאוישת                                   ,7150,26-05-1990,31.0,15.5
בית ג'מל מאוישת                                   ,7150,27-05-1990,33.5,17.0
בית ג'מל מאוישת                                   ,7150,28-05-1990,33.0,18.0
בית ג'מל מאוישת                                   ,7150,29-05-1990,30.9,19.6
בית ג'מל מאוישת                                   ,7150,30-05-1990,31.4,15.9
בית ג'מל מאוישת                                   ,7150,31-05-1990,35.6,17.3
בית ג'מל מאוישת                                   ,7150,01-06-1990,30.5,18.5
בית ג'מל מאוישת                                   ,7150,02-06-1990,23.8,17.2
בית ג'מל מאוישת                                   ,7150,03-06-1990,23.5,14.4
בית ג'מל מאוישת                                   ,7150,04-06-1990,26.6,13.1
בית ג'מל מאוישת                                   ,7150,05-06-1990,27.0,14.2
בית ג'מל מאוישת                                   ,7150,06-06-1990,29.1,14.8
בית ג'מל מאוישת                                   ,7150,07-06-1990,31.0,15.2
בית ג'מל מאוישת                                   ,7150,08-06-1990,33.0,17.5
בית ג'מל מאוישת                                   ,7150,09-06-1990,31.7,17.9
בית ג'מל מאוישת                                   ,7150,10-06-1990,32.2,19.0
בית ג'מל מאוישת                                   ,7150,11-06-1990,29.1,16.8
בית ג'מל מאוישת                                   ,7150,12-06-1990,29.6,16.4
בית ג'מל מאוישת                                   ,7150,13-06-1990,30.9,18.4
בית ג'מל מאוישת                                   ,7150,14-06-1990,31.3,18.4
בית ג'מל מאוישת                                   ,7150,15-06-1990,28.9,21.0
בית ג'מל מאוישת                                   ,7150,16-06-1990,28.3,18.3
בית ג'מל מאוישת                                   ,7150,17-06-1990,36.1,20.7
בית ג'מל מאוישת                                   ,7150,18-06-1990,25.7,18.6
בית ג'מל מאוישת                                   ,7150,19-06-1990,27.0,18.0
בית ג'מל מאוישת                                   ,7150,20-06-1990,28.1,17.9
בית ג'מל מאוישת                                   ,7150,21-06-1990,28.8,17.9
בית ג'מל מאוישת                                   ,7150,22-06-1990,30.6,17.5
בית ג'מל מאוישת                                   ,7150,23-06-1990,32.1,19.2
בית ג'מל מאוישת                                   ,7150,24-06-1990,31.4,18.6
בית ג'מל מאוישת                                   ,7150,25-06-1990,33.0,18.6
בית ג'מל מאוישת                                   ,7150,26-06-1990,33.3,22.5
בית ג'מל מאוישת                                   ,7150,27-06-1990,33.3,21.7
בית ג'מל מאוישת                                   ,7150,28-06-1990,32.3,19.8
בית ג'מל מאוישת                                   ,7150,29-06-1990,31.6,18.9
בית ג'מל מאוישת                                   ,7150,30-06-1990,31.3,18.1
בית ג'מל מאוישת                                   ,7150,01-07-1990,29.0,19.0
בית ג'מל מאוישת                                   ,7150,02-07-1990,30.1,18.4
בית ג'מל מאוישת                                   ,7150,03-07-1990,31.1,19.3
בית ג'מל מאוישת                                   ,7150,04-07-1990,31.0,20.9
בית ג'מל מאוישת                                   ,7150,05-07-1990,30.2,19.5
בית ג'מל מאוישת                                   ,7150,06-07-1990,33.0,21.5
בית ג'מל מאוישת                                   ,7150,07-07-1990,34.1,21.0
בית ג'מל מאוישת                                   ,7150,08-07-1990,35.0,22.0
בית ג'מל מאוישת                                   ,7150,09-07-1990,33.0,19.0
בית ג'מל מאוישת                                   ,7150,10-07-1990,32.0,20.0
בית ג'מל מאוישת                                   ,7150,11-07-1990,31.0,20.5
בית ג'מל מאוישת                                   ,7150,12-07-1990,28.2,19.8
בית ג'מל מאוישת                                   ,7150,13-07-1990,29.0,19.5
בית ג'מל מאוישת                                   ,7150,14-07-1990,30.9,20.2
בית ג'מל מאוישת                                   ,7150,15-07-1990,32.5,20.0
בית ג'מל מאוישת                                   ,7150,16-07-1990,33.0,21.0
בית ג'מל מאוישת                                   ,7150,17-07-1990,32.7,19.9
בית ג'מל מאוישת                                   ,7150,18-07-1990,33.7,19.7
בית ג'מל מאוישת                                   ,7150,19-07-1990,33.9,19.1
בית ג'מל מאוישת                                   ,7150,20-07-1990,33.6,20.6
בית ג'מל מאוישת                                   ,7150,21-07-1990,31.6,20.0
בית ג'מל מאוישת                                   ,7150,22-07-1990,31.8,19.5
בית ג'מל מאוישת                                   ,7150,23-07-1990,31.1,21.1
בית ג'מל מאוישת                                   ,7150,24-07-1990,31.1,19.0
בית ג'מל מאוישת                                   ,7150,25-07-1990,32.0,20.0
בית ג'מל מאוישת                                   ,7150,26-07-1990,32.2,19.5
בית ג'מל מאוישת                                   ,7150,27-07-1990,33.0,20.9
בית ג'מל מאוישת                                   ,7150,28-07-1990,33.5,22.8
בית ג'מל מאוישת                                   ,7150,29-07-1990,30.3,21.6
בית ג'מל מאוישת                                   ,7150,30-07-1990,30.9,20.0
בית ג'מל מאוישת                                   ,7150,31-07-1990,31.4,21.3
בית ג'מל מאוישת                                   ,7150,01-08-1990,31.1,20.7
בית ג'מל מאוישת                                   ,7150,02-08-1990,32.6,20.8
בית ג'מל מאוישת                                   ,7150,03-08-1990,33.4,19.0
בית ג'מל מאוישת                                   ,7150,04-08-1990,35.1,20.5
בית ג'מל מאוישת                                   ,7150,05-08-1990,34.5,18.3
בית ג'מל מאוישת                                   ,7150,06-08-1990,31.6,20.6
בית ג'מל מאוישת                                   ,7150,07-08-1990,31.5,20.4
בית ג'מל מאוישת                                   ,7150,08-08-1990,31.1,21.0
בית ג'מל מאוישת                                   ,7150,09-08-1990,30.8,20.8
בית ג'מל מאוישת                                   ,7150,10-08-1990,31.1,19.7
בית ג'מל מאוישת                                   ,7150,11-08-1990,32.1,20.0
בית ג'מל מאוישת                                   ,7150,12-08-1990,31.0,21.0
בית ג'מל מאוישת                                   ,7150,13-08-1990,30.4,21.0
בית ג'מל מאוישת                                   ,7150,14-08-1990,30.4,20.5
בית ג'מל מאוישת                                   ,7150,15-08-1990,30.7,20.4
בית ג'מל מאוישת                                   ,7150,16-08-1990,32.6,19.6
בית ג'מל מאוישת                                   ,7150,17-08-1990,32.5,19.5
בית ג'מל מאוישת                                   ,7150,18-08-1990,31.5,21.5
בית ג'מל מאוישת                                   ,7150,19-08-1990,31.6,20.6
בית ג'מל מאוישת                                   ,7150,20-08-1990,33.0,20.0
בית ג'מל מאוישת                                   ,7150,21-08-1990,32.7,20.1
בית ג'מל מאוישת                                   ,7150,22-08-1990,31.7,20.2
בית ג'מל מאוישת                                   ,7150,23-08-1990,32.3,20.3
בית ג'מל מאוישת                                   ,7150,24-08-1990,32.5,19.0
בית ג'מל מאוישת                                   ,7150,25-08-1990,32.7,19.0
בית ג'מל מאוישת                                   ,7150,26-08-1990,29.6,21.2
בית ג'מל מאוישת                                   ,7150,27-08-1990,30.8,21.0
בית ג'מל מאוישת                                   ,7150,28-08-1990,32.0,21.9
בית ג'מל מאוישת                                   ,7150,29-08-1990,32.4,21.7
בית ג'מל מאוישת                                   ,7150,30-08-1990,32.1,21.5
בית ג'מל מאוישת                                   ,7150,31-08-1990,31.0,20.5
בית ג'מל מאוישת                                   ,7150,01-09-1990,31.9,19.3
בית ג'מל מאוישת                                   ,7150,02-09-1990,32.5,20.8
בית ג'מל מאוישת                                   ,7150,03-09-1990,31.7,21.0
בית ג'מל מאוישת                                   ,7150,04-09-1990,31.1,20.0
בית ג'מל מאוישת                                   ,7150,05-09-1990,30.2,21.6
בית ג'מל מאוישת                                   ,7150,06-09-1990,29.4,20.0
בית ג'מל מאוישת                                   ,7150,07-09-1990,29.6,19.6
בית ג'מל מאוישת                                   ,7150,08-09-1990,30.6,19.5
בית ג'מל מאוישת                                   ,7150,09-09-1990,29.0,20.2
בית ג'מל מאוישת                                   ,7150,10-09-1990,29.0,21.3
בית ג'מל מאוישת                                   ,7150,11-09-1990,29.5,19.8
בית ג'מל מאוישת                                   ,7150,12-09-1990,29.5,19.9
בית ג'מל מאוישת                                   ,7150,13-09-1990,35.4,20.1
בית ג'מל מאוישת                                   ,7150,14-09-1990,26.6,20.0
בית ג'מל מאוישת                                   ,7150,15-09-1990,29.6,20.0
בית ג'מל מאוישת                                   ,7150,16-09-1990,30.0,18.0
בית ג'מל מאוישת                                   ,7150,17-09-1990,28.8,17.6
בית ג'מל מאוישת                                   ,7150,18-09-1990,29.5,19.7
בית ג'מל מאוישת                                   ,7150,19-09-1990,29.0,18.5
בית ג'מל מאוישת                                   ,7150,20-09-1990,28.9,19.4
בית ג'מל מאוישת                                   ,7150,21-09-1990,30.0,19.6
בית ג'מל מאוישת                                   ,7150,22-09-1990,29.0,19.1
בית ג'מל מאוישת                                   ,7150,23-09-1990,29.5,18.9
בית ג'מל מאוישת                                   ,7150,24-09-1990,29.2,19.9
בית ג'מל מאוישת                                   ,7150,25-09-1990,28.9,18.4
בית ג'מל מאוישת                                   ,7150,26-09-1990,29.7,19.4
בית ג'מל מאוישת                                   ,7150,27-09-1990,31.6,17.4
בית ג'מל מאוישת                                   ,7150,28-09-1990,31.6,21.0
בית ג'מל מאוישת                                   ,7150,29-09-1990,32.6,17.2
בית ג'מל מאוישת                                   ,7150,30-09-1990,27.5,19.5
בית ג'מל מאוישת                                   ,7150,01-10-1990,25.7,19.0
בית ג'מל מאוישת                                   ,7150,02-10-1990,27.2,18.7
בית ג'מל מאוישת                                   ,7150,03-10-1990,29.0,16.5
בית ג'מל מאוישת                                   ,7150,04-10-1990,29.5,18.4
בית ג'מל מאוישת                                   ,7150,05-10-1990,32.2,18.1
בית ג'מל מאוישת                                   ,7150,06-10-1990,32.1,18.1
בית ג'מל מאוישת                                   ,7150,07-10-1990,30.6,19.5
בית ג'מל מאוישת                                   ,7150,08-10-1990,30.9,16.4
בית ג'מל מאוישת                                   ,7150,09-10-1990,30.9,17.0
בית ג'מל מאוישת                                   ,7150,10-10-1990,29.6,15.5
בית ג'מל מאוישת                                   ,7150,11-10-1990,29.8,16.6
בית ג'מל מאוישת                                   ,7150,12-10-1990,27.0,18.6
בית ג'מל מאוישת                                   ,7150,13-10-1990,26.4,16.4
בית ג'מל מאוישת                                   ,7150,14-10-1990,28.9,15.5
בית ג'מל מאוישת                                   ,7150,15-10-1990,31.5,18.9
בית ג'מל מאוישת                                   ,7150,16-10-1990,35.4,25.0
בית ג'מל מאוישת                                   ,7150,17-10-1990,36.7,22.3
בית ג'מל מאוישת                                   ,7150,18-10-1990,29.6,22.0
בית ג'מל מאוישת                                   ,7150,19-10-1990,26.4,20.5
בית ג'מל מאוישת                                   ,7150,20-10-1990,29.7,18.9
בית ג'מל מאוישת                                   ,7150,21-10-1990,30.6,18.5
בית ג'מל מאוישת                                   ,7150,22-10-1990,29.4,19.0
בית ג'מל מאוישת                                   ,7150,23-10-1990,29.5,18.0
בית ג'מל מאוישת                                   ,7150,24-10-1990,25.4,16.8
בית ג'מל מאוישת                                   ,7150,25-10-1990,22.9,16.8
בית ג'מל מאוישת                                   ,7150,26-10-1990,25.4,16.1
בית ג'מל מאוישת                                   ,7150,27-10-1990,24.4,14.7
בית ג'מל מאוישת                                   ,7150,28-10-1990,24.0,16.1
בית ג'מל מאוישת                                   ,7150,29-10-1990,30.1,14.9
בית ג'מל מאוישת                                   ,7150,30-10-1990,34.3,22.0
בית ג'מל מאוישת                                   ,7150,31-10-1990,34.8,22.8
בית ג'מל מאוישת                                   ,7150,01-11-1990,30.1,19.9
בית ג'מל מאוישת                                   ,7150,02-11-1990,29.1,17.0
בית ג'מל מאוישת                                   ,7150,03-11-1990,30.0,17.5
בית ג'מל מאוישת                                   ,7150,04-11-1990,29.2,18.1
בית ג'מל מאוישת                                   ,7150,05-11-1990,27.6,17.5
בית ג'מל מאוישת                                   ,7150,06-11-1990,27.9,16.5
בית ג'מל מאוישת                                   ,7150,07-11-1990,31.0,17.3
בית ג'מל מאוישת                                   ,7150,08-11-1990,26.0,19.0
בית ג'מל מאוישת                                   ,7150,09-11-1990,20.1,15.5
בית ג'מל מאוישת                                   ,7150,10-11-1990,20.3,14.5
בית ג'מל מאוישת                                   ,7150,11-11-1990,17.7,12.5
בית ג'מל מאוישת                                   ,7150,12-11-1990,19.4,11.6
בית ג'מל מאוישת                                   ,7150,13-11-1990,23.5,11.5
בית ג'מל מאוישת                                   ,7150,14-11-1990,24.1,15.8
בית ג'מל מאוישת                                   ,7150,15-11-1990,28.6,17.2
בית ג'מל מאוישת                                   ,7150,16-11-1990,30.0,19.8
בית ג'מל מאוישת                                   ,7150,17-11-1990,29.3,20.5
בית ג'מל מאוישת                                   ,7150,18-11-1990,28.3,18.5
בית ג'מל מאוישת                                   ,7150,19-11-1990,29.9,18.0
בית ג'מל מאוישת                                   ,7150,20-11-1990,31.4,18.6
בית ג'מל מאוישת                                   ,7150,21-11-1990,23.3,16.0
בית ג'מל מאוישת                                   ,7150,22-11-1990,27.3,14.5
בית ג'מל מאוישת                                   ,7150,23-11-1990,28.0,20.5
בית ג'מל מאוישת                                   ,7150,24-11-1990,30.0,20.0
בית ג'מל מאוישת                                   ,7150,25-11-1990,22.5,17.2
בית ג'מל מאוישת                                   ,7150,26-11-1990,23.1,14.3
בית ג'מל מאוישת                                   ,7150,27-11-1990,22.8,15.0
בית ג'מל מאוישת                                   ,7150,28-11-1990,23.8,13.7
בית ג'מל מאוישת                                   ,7150,29-11-1990,26.2,16.5
בית ג'מל מאוישת                                   ,7150,30-11-1990,28.2,18.9
בית ג'מל מאוישת                                   ,7150,01-12-1990,29.6,17.0
בית ג'מל מאוישת                                   ,7150,02-12-1990,31.0,18.7
בית ג'מל מאוישת                                   ,7150,03-12-1990,29.7,18.5
בית ג'מל מאוישת                                   ,7150,04-12-1990,20.5,12.9
בית ג'מל מאוישת                                   ,7150,05-12-1990,21.4,12.4
בית ג'מל מאוישת                                   ,7150,06-12-1990,22.1,13.3
בית ג'מל מאוישת                                   ,7150,07-12-1990,24.6,16.0
בית ג'מל מאוישת                                   ,7150,08-12-1990,26.0,13.1
בית ג'מל מאוישת                                   ,7150,09-12-1990,21.4,15.0
בית ג'מל מאוישת                                   ,7150,10-12-1990,21.2,11.0
בית ג'מל מאוישת                                   ,7150,11-12-1990,23.7,12.0
בית ג'מל מאוישת                                   ,7150,12-12-1990,27.0,16.6
בית ג'מל מאוישת                                   ,7150,13-12-1990,28.1,18.5
בית ג'מל מאוישת                                   ,7150,14-12-1990,21.5,13.5
בית ג'מל מאוישת                                   ,7150,15-12-1990,20.7,10.5
בית ג'מל מאוישת                                   ,7150,16-12-1990,20.1,10.2
בית ג'מל מאוישת                                   ,7150,17-12-1990,19.8,11.6
בית ג'מל מאוישת                                   ,7150,18-12-1990,20.1,11.0
בית ג'מל מאוישת                                   ,7150,19-12-1990,20.5,11.0
בית ג'מל מאוישת                                   ,7150,20-12-1990,20.9,12.5
בית ג'מל מאוישת                                   ,7150,21-12-1990,19.0,12.4
בית ג'מל מאוישת                                   ,7150,22-12-1990,18.1,13.1
בית ג'מל מאוישת                                   ,7150,23-12-1990,18.0,11.3
בית ג'מל מאוישת                                   ,7150,24-12-1990,17.3,13.0
בית ג'מל מאוישת                                   ,7150,25-12-1990,15.7,9.1
בית ג'מל מאוישת                                   ,7150,26-12-1990,15.7,6.6
בית ג'מל מאוישת                                   ,7150,27-12-1990,14.2,8.0
בית ג'מל מאוישת                                   ,7150,28-12-1990,16.0,10.0
בית ג'מל מאוישת                                   ,7150,29-12-1990,19.1,12.2
בית ג'מל מאוישת                                   ,7150,30-12-1990,18.5,9.3
בית ג'מל מאוישת                                   ,7150,31-12-1990,19.4,8.8
בית ג'מל מאוישת                                   ,7150,01-01-1991,19.4,12.0
בית ג'מל מאוישת                                   ,7150,02-01-1991,17.4,9.5
בית ג'מל מאוישת                                   ,7150,03-01-1991,16.7,11.0
בית ג'מל מאוישת                                   ,7150,04-01-1991,16.7,10.9
בית ג'מל מאוישת                                   ,7150,05-01-1991,17.7,9.7
בית ג'מל מאוישת                                   ,7150,06-01-1991,19.6,9.9
בית ג'מל מאוישת                                   ,7150,07-01-1991,18.3,11.5
בית ג'מל מאוישת                                   ,7150,08-01-1991,17.3,11.1
בית ג'מל מאוישת                                   ,7150,09-01-1991,18.3,9.4
בית ג'מל מאוישת                                   ,7150,10-01-1991,19.0,9.0
בית ג'מל מאוישת                                   ,7150,11-01-1991,19.1,9.3
בית ג'מל מאוישת                                   ,7150,12-01-1991,19.1,12.1
בית ג'מל מאוישת                                   ,7150,13-01-1991,16.6,9.2
בית ג'מל מאוישת                                   ,7150,14-01-1991,17.0,8.0
בית ג'מל מאוישת                                   ,7150,15-01-1991,17.2,8.1
בית ג'מל מאוישת                                   ,7150,16-01-1991,17.7,7.8
בית ג'מל מאוישת                                   ,7150,17-01-1991,17.5,9.7
בית ג'מל מאוישת                                   ,7150,18-01-1991,17.6,11.3
בית ג'מל מאוישת                                   ,7150,19-01-1991,18.7,9.4
בית ג'מל מאוישת                                   ,7150,20-01-1991,16.1,9.5
בית ג'מל מאוישת                                   ,7150,21-01-1991,14.6,9.1
בית ג'מל מאוישת                                   ,7150,22-01-1991,11.8,7.8
בית ג'מל מאוישת                                   ,7150,23-01-1991,9.6,7.6
בית ג'מל מאוישת                                   ,7150,24-01-1991,10.6,7.6
בית ג'מל מאוישת                                   ,7150,25-01-1991,8.5,5.3
בית ג'מל מאוישת                                   ,7150,26-01-1991,7.4,4.6
בית ג'מל מאוישת                                   ,7150,27-01-1991,12.3,4.5
בית ג'מל מאוישת                                   ,7150,28-01-1991,16.1,6.0
בית ג'מל מאוישת                                   ,7150,29-01-1991,16.8,7.2
בית ג'מל מאוישת                                   ,7150,30-01-1991,14.8,10.1
בית ג'מל מאוישת                                   ,7150,31-01-1991,13.7,8.0
בית ג'מל מאוישת                                   ,7150,01-02-1991,8.9,7.0
