שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית ג'מל מאוישת                                   ,7150,04-03-1960,22.7,11.7
בית ג'מל מאוישת                                   ,7150,05-03-1960,18.5,12.0
בית ג'מל מאוישת                                   ,7150,06-03-1960,21.3,12.0
בית ג'מל מאוישת                                   ,7150,07-03-1960,17.6,9.5
בית ג'מל מאוישת                                   ,7150,08-03-1960,16.4,9.5
בית ג'מל מאוישת                                   ,7150,09-03-1960,24.5,7.7
בית ג'מל מאוישת                                   ,7150,10-03-1960,20.8,12.7
בית ג'מל מאוישת                                   ,7150,11-03-1960,16.7,10.8
בית ג'מל מאוישת                                   ,7150,12-03-1960,16.0,9.1
בית ג'מל מאוישת                                   ,7150,13-03-1960,19.0,5.0
בית ג'מל מאוישת                                   ,7150,14-03-1960,19.3,10.4
בית ג'מל מאוישת                                   ,7150,15-03-1960,19.0,8.2
בית ג'מל מאוישת                                   ,7150,16-03-1960,19.0,9.4
בית ג'מל מאוישת                                   ,7150,17-03-1960,23.2,9.9
בית ג'מל מאוישת                                   ,7150,18-03-1960,26.4,12.3
בית ג'מל מאוישת                                   ,7150,19-03-1960,28.2,15.7
בית ג'מל מאוישת                                   ,7150,20-03-1960,24.7,14.5
בית ג'מל מאוישת                                   ,7150,21-03-1960,24.3,11.2
בית ג'מל מאוישת                                   ,7150,22-03-1960,16.9,9.8
בית ג'מל מאוישת                                   ,7150,23-03-1960,12.3,7.8
בית ג'מל מאוישת                                   ,7150,24-03-1960,12.8,9.7
בית ג'מל מאוישת                                   ,7150,25-03-1960,15.2,9.6
בית ג'מל מאוישת                                   ,7150,26-03-1960,19.5,9.5
בית ג'מל מאוישת                                   ,7150,27-03-1960,24.2,12.6
בית ג'מל מאוישת                                   ,7150,28-03-1960,27.4,14.0
בית ג'מל מאוישת                                   ,7150,29-03-1960,32.0,19.4
בית ג'מל מאוישת                                   ,7150,30-03-1960,33.2,20.1
בית ג'מל מאוישת                                   ,7150,31-03-1960,30.4,13.5
בית ג'מל מאוישת                                   ,7150,01-04-1960,21.0,11.2
בית ג'מל מאוישת                                   ,7150,02-04-1960,26.9,11.8
בית ג'מל מאוישת                                   ,7150,03-04-1960,27.0,14.4
בית ג'מל מאוישת                                   ,7150,04-04-1960,18.3,10.5
בית ג'מל מאוישת                                   ,7150,05-04-1960,19.5,11.6
בית ג'מל מאוישת                                   ,7150,06-04-1960,25.9,10.8
בית ג'מל מאוישת                                   ,7150,07-04-1960,22.7,14.0
בית ג'מל מאוישת                                   ,7150,08-04-1960,18.5,11.4
בית ג'מל מאוישת                                   ,7150,09-04-1960,16.3,9.6
בית ג'מל מאוישת                                   ,7150,10-04-1960,18.5,10.6
בית ג'מל מאוישת                                   ,7150,11-04-1960,22.0,9.6
בית ג'מל מאוישת                                   ,7150,12-04-1960,24.0,11.9
בית ג'מל מאוישת                                   ,7150,13-04-1960,27.0,13.9
בית ג'מל מאוישת                                   ,7150,14-04-1960,32.4,18.2
בית ג'מל מאוישת                                   ,7150,15-04-1960,32.6,22.5
בית ג'מל מאוישת                                   ,7150,16-04-1960,35.7,25.7
בית ג'מל מאוישת                                   ,7150,17-04-1960,27.3,16.6
בית ג'מל מאוישת                                   ,7150,18-04-1960,21.5,13.2
בית ג'מל מאוישת                                   ,7150,19-04-1960,21.3,11.7
בית ג'מל מאוישת                                   ,7150,20-04-1960,24.4,11.2
בית ג'מל מאוישת                                   ,7150,21-04-1960,30.7,13.5
בית ג'מל מאוישת                                   ,7150,22-04-1960,31.9,18.1
בית ג'מל מאוישת                                   ,7150,23-04-1960,34.8,22.9
בית ג'מל מאוישת                                   ,7150,24-04-1960,31.8,20.5
בית ג'מל מאוישת                                   ,7150,25-04-1960,26.4,16.6
בית ג'מל מאוישת                                   ,7150,26-04-1960,23.4,14.3
בית ג'מל מאוישת                                   ,7150,27-04-1960,22.3,12.3
בית ג'מל מאוישת                                   ,7150,28-04-1960,21.9,12.2
בית ג'מל מאוישת                                   ,7150,29-04-1960,21.7,12.5
בית ג'מל מאוישת                                   ,7150,30-04-1960,28.1,11.5
בית ג'מל מאוישת                                   ,7150,01-05-1960,33.5,17.2
בית ג'מל מאוישת                                   ,7150,02-05-1960,36.2,24.5
בית ג'מל מאוישת                                   ,7150,03-05-1960,37.1,25.3
בית ג'מל מאוישת                                   ,7150,04-05-1960,38.5,25.9
בית ג'מל מאוישת                                   ,7150,05-05-1960,37.6,25.1
בית ג'מל מאוישת                                   ,7150,06-05-1960,37.8,26.4
בית ג'מל מאוישת                                   ,7150,07-05-1960,38.4,27.0
בית ג'מל מאוישת                                   ,7150,08-05-1960,30.0,19.0
בית ג'מל מאוישת                                   ,7150,09-05-1960,31.1,18.2
בית ג'מל מאוישת                                   ,7150,10-05-1960,32.2,18.6
בית ג'מל מאוישת                                   ,7150,11-05-1960,23.3,15.9
בית ג'מל מאוישת                                   ,7150,12-05-1960,24.3,14.5
בית ג'מל מאוישת                                   ,7150,13-05-1960,25.7,12.9
בית ג'מל מאוישת                                   ,7150,14-05-1960,24.7,13.4
בית ג'מל מאוישת                                   ,7150,15-05-1960,25.7,13.8
בית ג'מל מאוישת                                   ,7150,16-05-1960,26.7,13.3
בית ג'מל מאוישת                                   ,7150,17-05-1960,27.0,14.7
בית ג'מל מאוישת                                   ,7150,18-05-1960,31.8,15.1
בית ג'מל מאוישת                                   ,7150,19-05-1960,34.5,17.4
בית ג'מל מאוישת                                   ,7150,20-05-1960,33.0,17.7
בית ג'מל מאוישת                                   ,7150,21-05-1960,35.2,17.5
בית ג'מל מאוישת                                   ,7150,22-05-1960,35.5,17.0
בית ג'מל מאוישת                                   ,7150,23-05-1960,33.9,19.4
בית ג'מל מאוישת                                   ,7150,24-05-1960,35.0,20.9
בית ג'מל מאוישת                                   ,7150,25-05-1960,34.3,17.5
בית ג'מל מאוישת                                   ,7150,26-05-1960,31.1,19.5
בית ג'מל מאוישת                                   ,7150,27-05-1960,33.9,18.5
בית ג'מל מאוישת                                   ,7150,28-05-1960,35.4,20.8
בית ג'מל מאוישת                                   ,7150,29-05-1960,26.5,17.4
בית ג'מל מאוישת                                   ,7150,30-05-1960,26.8,16.3
בית ג'מל מאוישת                                   ,7150,31-05-1960,30.8,15.6
בית ג'מל מאוישת                                   ,7150,01-06-1960,38.8,21.0
בית ג'מל מאוישת                                   ,7150,02-06-1960,31.5,19.3
בית ג'מל מאוישת                                   ,7150,03-06-1960,26.3,17.4
בית ג'מל מאוישת                                   ,7150,04-06-1960,25.3,15.6
בית ג'מל מאוישת                                   ,7150,05-06-1960,26.5,15.7
בית ג'מל מאוישת                                   ,7150,06-06-1960,32.5,15.6
בית ג'מל מאוישת                                   ,7150,07-06-1960,33.0,18.7
בית ג'מל מאוישת                                   ,7150,08-06-1960,32.5,18.4
בית ג'מל מאוישת                                   ,7150,09-06-1960,30.4,16.0
בית ג'מל מאוישת                                   ,7150,10-06-1960,31.2,17.4
בית ג'מל מאוישת                                   ,7150,11-06-1960,32.6,19.1
בית ג'מל מאוישת                                   ,7150,12-06-1960,33.9,20.9
בית ג'מל מאוישת                                   ,7150,13-06-1960,32.0,19.1
בית ג'מל מאוישת                                   ,7150,14-06-1960,28.7,19.2
בית ג'מל מאוישת                                   ,7150,15-06-1960,27.6,18.2
בית ג'מל מאוישת                                   ,7150,16-06-1960,28.5,18.2
בית ג'מל מאוישת                                   ,7150,17-06-1960,30.5,18.4
בית ג'מל מאוישת                                   ,7150,18-06-1960,33.1,19.6
בית ג'מל מאוישת                                   ,7150,19-06-1960,30.0,19.2
בית ג'מל מאוישת                                   ,7150,20-06-1960,28.5,19.4
בית ג'מל מאוישת                                   ,7150,21-06-1960,27.4,20.4
בית ג'מל מאוישת                                   ,7150,22-06-1960,28.7,18.3
בית ג'מל מאוישת                                   ,7150,23-06-1960,28.2,17.9
בית ג'מל מאוישת                                   ,7150,24-06-1960,30.3,17.6
בית ג'מל מאוישת                                   ,7150,25-06-1960,29.1,16.6
בית ג'מל מאוישת                                   ,7150,26-06-1960,30.6,17.5
בית ג'מל מאוישת                                   ,7150,27-06-1960,32.0,18.9
בית ג'מל מאוישת                                   ,7150,28-06-1960,32.2,18.0
בית ג'מל מאוישת                                   ,7150,29-06-1960,32.1,19.4
בית ג'מל מאוישת                                   ,7150,30-06-1960,32.5,19.4
בית ג'מל מאוישת                                   ,7150,01-07-1960,31.0,20.4
בית ג'מל מאוישת                                   ,7150,02-07-1960,30.5,20.1
בית ג'מל מאוישת                                   ,7150,03-07-1960,32.3,20.7
בית ג'מל מאוישת                                   ,7150,04-07-1960,33.3,20.3
בית ג'מל מאוישת                                   ,7150,05-07-1960,39.5,23.6
בית ג'מל מאוישת                                   ,7150,06-07-1960,32.9,22.7
בית ג'מל מאוישת                                   ,7150,07-07-1960,29.0,19.5
בית ג'מל מאוישת                                   ,7150,08-07-1960,31.5,19.2
בית ג'מל מאוישת                                   ,7150,09-07-1960,33.6,18.6
בית ג'מל מאוישת                                   ,7150,10-07-1960,33.5,18.7
בית ג'מל מאוישת                                   ,7150,11-07-1960,32.1,18.5
בית ג'מל מאוישת                                   ,7150,12-07-1960,30.0,19.8
בית ג'מל מאוישת                                   ,7150,13-07-1960,31.4,20.3
בית ג'מל מאוישת                                   ,7150,14-07-1960,31.4,19.8
בית ג'מל מאוישת                                   ,7150,15-07-1960,30.4,19.6
בית ג'מל מאוישת                                   ,7150,16-07-1960,31.0,19.5
בית ג'מל מאוישת                                   ,7150,17-07-1960,33.8,18.4
בית ג'מל מאוישת                                   ,7150,18-07-1960,33.5,20.2
בית ג'מל מאוישת                                   ,7150,19-07-1960,33.6,20.3
בית ג'מל מאוישת                                   ,7150,20-07-1960,34.7,22.4
בית ג'מל מאוישת                                   ,7150,21-07-1960,33.5,19.8
בית ג'מל מאוישת                                   ,7150,22-07-1960,33.9,21.7
בית ג'מל מאוישת                                   ,7150,23-07-1960,33.0,20.3
בית ג'מל מאוישת                                   ,7150,24-07-1960,33.2,20.8
בית ג'מל מאוישת                                   ,7150,25-07-1960,32.7,20.2
בית ג'מל מאוישת                                   ,7150,26-07-1960,29.2,20.1
בית ג'מל מאוישת                                   ,7150,27-07-1960,30.0,19.8
בית ג'מל מאוישת                                   ,7150,28-07-1960,31.1,19.0
בית ג'מל מאוישת                                   ,7150,29-07-1960,30.9,19.4
בית ג'מל מאוישת                                   ,7150,30-07-1960,31.1,19.2
בית ג'מל מאוישת                                   ,7150,31-07-1960,30.7,19.1
בית ג'מל מאוישת                                   ,7150,01-08-1960,30.6,20.1
בית ג'מל מאוישת                                   ,7150,02-08-1960,32.1,18.6
בית ג'מל מאוישת                                   ,7150,03-08-1960,32.2,20.0
בית ג'מל מאוישת                                   ,7150,04-08-1960,32.5,19.0
בית ג'מל מאוישת                                   ,7150,05-08-1960,33.5,20.1
בית ג'מל מאוישת                                   ,7150,06-08-1960,33.5,21.0
בית ג'מל מאוישת                                   ,7150,07-08-1960,33.9,20.7
בית ג'מל מאוישת                                   ,7150,08-08-1960,34.6,23.3
בית ג'מל מאוישת                                   ,7150,09-08-1960,32.8,21.4
בית ג'מל מאוישת                                   ,7150,10-08-1960,32.7,21.3
בית ג'מל מאוישת                                   ,7150,11-08-1960,30.4,21.8
בית ג'מל מאוישת                                   ,7150,12-08-1960,33.5,22.1
בית ג'מל מאוישת                                   ,7150,13-08-1960,34.2,20.3
בית ג'מל מאוישת                                   ,7150,14-08-1960,34.5,-
בית ג'מל מאוישת                                   ,7150,15-08-1960,35.5,-
בית ג'מל מאוישת                                   ,7150,16-08-1960,36.0,-
בית ג'מל מאוישת                                   ,7150,17-08-1960,36.0,-
בית ג'מל מאוישת                                   ,7150,18-08-1960,32.4,-
בית ג'מל מאוישת                                   ,7150,19-08-1960,33.0,-
בית ג'מל מאוישת                                   ,7150,20-08-1960,33.5,-
בית ג'מל מאוישת                                   ,7150,21-08-1960,35.2,-
בית ג'מל מאוישת                                   ,7150,22-08-1960,32.5,-
בית ג'מל מאוישת                                   ,7150,23-08-1960,29.2,20.8
בית ג'מל מאוישת                                   ,7150,24-08-1960,31.0,21.8
בית ג'מל מאוישת                                   ,7150,25-08-1960,34.4,19.9
בית ג'מל מאוישת                                   ,7150,26-08-1960,34.1,21.0
בית ג'מל מאוישת                                   ,7150,27-08-1960,33.1,21.0
בית ג'מל מאוישת                                   ,7150,28-08-1960,33.2,21.4
בית ג'מל מאוישת                                   ,7150,29-08-1960,31.7,20.5
בית ג'מל מאוישת                                   ,7150,30-08-1960,31.3,20.5
בית ג'מל מאוישת                                   ,7150,31-08-1960,33.0,19.3
בית ג'מל מאוישת                                   ,7150,01-09-1960,34.0,21.1
בית ג'מל מאוישת                                   ,7150,02-09-1960,34.1,20.6
בית ג'מל מאוישת                                   ,7150,03-09-1960,31.3,20.7
בית ג'מל מאוישת                                   ,7150,04-09-1960,31.0,20.3
בית ג'מל מאוישת                                   ,7150,05-09-1960,30.3,20.6
בית ג'מל מאוישת                                   ,7150,06-09-1960,30.6,19.5
בית ג'מל מאוישת                                   ,7150,07-09-1960,32.5,20.1
בית ג'מל מאוישת                                   ,7150,08-09-1960,33.8,21.4
בית ג'מל מאוישת                                   ,7150,09-09-1960,35.5,20.2
בית ג'מל מאוישת                                   ,7150,10-09-1960,35.5,21.4
בית ג'מל מאוישת                                   ,7150,11-09-1960,35.2,20.2
בית ג'מל מאוישת                                   ,7150,12-09-1960,34.5,20.8
בית ג'מל מאוישת                                   ,7150,13-09-1960,33.0,21.5
בית ג'מל מאוישת                                   ,7150,14-09-1960,30.1,21.0
בית ג'מל מאוישת                                   ,7150,15-09-1960,29.4,20.1
בית ג'מל מאוישת                                   ,7150,16-09-1960,29.0,18.9
בית ג'מל מאוישת                                   ,7150,17-09-1960,29.5,19.3
בית ג'מל מאוישת                                   ,7150,18-09-1960,30.5,19.4
בית ג'מל מאוישת                                   ,7150,19-09-1960,32.1,18.8
בית ג'מל מאוישת                                   ,7150,20-09-1960,31.2,18.8
בית ג'מל מאוישת                                   ,7150,21-09-1960,31.1,18.7
בית ג'מל מאוישת                                   ,7150,22-09-1960,30.4,17.8
בית ג'מל מאוישת                                   ,7150,23-09-1960,30.2,17.2
בית ג'מל מאוישת                                   ,7150,24-09-1960,29.4,17.2
בית ג'מל מאוישת                                   ,7150,25-09-1960,28.3,17.9
בית ג'מל מאוישת                                   ,7150,26-09-1960,26.6,19.0
בית ג'מל מאוישת                                   ,7150,27-09-1960,29.3,17.7
בית ג'מל מאוישת                                   ,7150,28-09-1960,29.0,18.7
בית ג'מל מאוישת                                   ,7150,29-09-1960,29.4,17.6
בית ג'מל מאוישת                                   ,7150,30-09-1960,28.0,17.6
בית ג'מל מאוישת                                   ,7150,01-10-1960,29.5,18.8
בית ג'מל מאוישת                                   ,7150,02-10-1960,32.0,18.2
בית ג'מל מאוישת                                   ,7150,03-10-1960,31.5,19.4
בית ג'מל מאוישת                                   ,7150,04-10-1960,30.7,18.0
בית ג'מל מאוישת                                   ,7150,05-10-1960,32.3,18.0
בית ג'מל מאוישת                                   ,7150,06-10-1960,30.4,19.6
בית ג'מל מאוישת                                   ,7150,07-10-1960,30.2,16.5
בית ג'מל מאוישת                                   ,7150,08-10-1960,32.0,18.9
בית ג'מל מאוישת                                   ,7150,09-10-1960,30.8,18.6
בית ג'מל מאוישת                                   ,7150,10-10-1960,30.5,19.2
בית ג'מל מאוישת                                   ,7150,11-10-1960,30.7,19.4
בית ג'מל מאוישת                                   ,7150,12-10-1960,30.7,18.1
בית ג'מל מאוישת                                   ,7150,13-10-1960,33.5,19.5
בית ג'מל מאוישת                                   ,7150,14-10-1960,36.5,21.0
בית ג'מל מאוישת                                   ,7150,15-10-1960,37.5,25.2
בית ג'מל מאוישת                                   ,7150,16-10-1960,33.3,22.3
בית ג'מל מאוישת                                   ,7150,17-10-1960,31.1,18.4
בית ג'מל מאוישת                                   ,7150,18-10-1960,32.2,18.5
בית ג'מל מאוישת                                   ,7150,19-10-1960,29.5,17.9
בית ג'מל מאוישת                                   ,7150,20-10-1960,26.3,18.6
בית ג'מל מאוישת                                   ,7150,21-10-1960,29.2,15.8
בית ג'מל מאוישת                                   ,7150,22-10-1960,31.6,17.3
בית ג'מל מאוישת                                   ,7150,23-10-1960,33.0,20.0
בית ג'מל מאוישת                                   ,7150,24-10-1960,33.0,19.0
בית ג'מל מאוישת                                   ,7150,25-10-1960,33.4,19.5
בית ג'מל מאוישת                                   ,7150,26-10-1960,34.7,22.8
בית ג'מל מאוישת                                   ,7150,27-10-1960,34.6,21.4
בית ג'מל מאוישת                                   ,7150,28-10-1960,31.4,17.7
בית ג'מל מאוישת                                   ,7150,29-10-1960,30.0,19.4
בית ג'מל מאוישת                                   ,7150,30-10-1960,32.8,23.6
בית ג'מל מאוישת                                   ,7150,31-10-1960,32.5,21.8
בית ג'מל מאוישת                                   ,7150,01-11-1960,27.3,19.5
בית ג'מל מאוישת                                   ,7150,02-11-1960,22.2,15.3
בית ג'מל מאוישת                                   ,7150,03-11-1960,22.1,14.0
בית ג'מל מאוישת                                   ,7150,04-11-1960,22.1,14.2
בית ג'מל מאוישת                                   ,7150,05-11-1960,24.6,14.3
בית ג'מל מאוישת                                   ,7150,06-11-1960,27.2,16.0
בית ג'מל מאוישת                                   ,7150,07-11-1960,28.4,19.2
בית ג'מל מאוישת                                   ,7150,08-11-1960,27.9,17.2
בית ג'מל מאוישת                                   ,7150,09-11-1960,26.5,17.0
בית ג'מל מאוישת                                   ,7150,10-11-1960,25.2,15.8
בית ג'מל מאוישת                                   ,7150,11-11-1960,27.0,15.4
בית ג'מל מאוישת                                   ,7150,12-11-1960,28.8,17.0
בית ג'מל מאוישת                                   ,7150,13-11-1960,29.7,18.4
בית ג'מל מאוישת                                   ,7150,14-11-1960,29.5,20.2
בית ג'מל מאוישת                                   ,7150,15-11-1960,28.7,21.1
בית ג'מל מאוישת                                   ,7150,16-11-1960,27.0,18.8
בית ג'מל מאוישת                                   ,7150,17-11-1960,20.7,16.4
בית ג'מל מאוישת                                   ,7150,18-11-1960,18.0,13.3
בית ג'מל מאוישת                                   ,7150,19-11-1960,20.2,14.1
בית ג'מל מאוישת                                   ,7150,20-11-1960,21.5,14.4
בית ג'מל מאוישת                                   ,7150,21-11-1960,22.9,13.8
בית ג'מל מאוישת                                   ,7150,22-11-1960,23.0,12.9
בית ג'מל מאוישת                                   ,7150,23-11-1960,26.5,15.2
בית ג'מל מאוישת                                   ,7150,24-11-1960,25.7,17.5
בית ג'מל מאוישת                                   ,7150,25-11-1960,27.0,16.0
בית ג'מל מאוישת                                   ,7150,26-11-1960,23.1,16.1
בית ג'מל מאוישת                                   ,7150,27-11-1960,20.0,14.3
בית ג'מל מאוישת                                   ,7150,28-11-1960,18.7,12.7
בית ג'מל מאוישת                                   ,7150,29-11-1960,22.0,14.2
בית ג'מל מאוישת                                   ,7150,30-11-1960,23.7,14.0
בית ג'מל מאוישת                                   ,7150,01-12-1960,22.8,13.4
בית ג'מל מאוישת                                   ,7150,02-12-1960,23.5,13.3
בית ג'מל מאוישת                                   ,7150,03-12-1960,27.0,16.8
בית ג'מל מאוישת                                   ,7150,04-12-1960,23.5,17.0
בית ג'מל מאוישת                                   ,7150,05-12-1960,22.5,14.2
בית ג'מל מאוישת                                   ,7150,06-12-1960,18.7,13.7
בית ג'מל מאוישת                                   ,7150,07-12-1960,20.0,11.9
בית ג'מל מאוישת                                   ,7150,08-12-1960,16.6,11.7
בית ג'מל מאוישת                                   ,7150,09-12-1960,23.7,13.6
בית ג'מל מאוישת                                   ,7150,10-12-1960,23.0,14.9
בית ג'מל מאוישת                                   ,7150,11-12-1960,25.0,16.4
בית ג'מל מאוישת                                   ,7150,12-12-1960,24.0,16.0
בית ג'מל מאוישת                                   ,7150,13-12-1960,26.0,18.8
בית ג'מל מאוישת                                   ,7150,14-12-1960,24.6,15.0
בית ג'מל מאוישת                                   ,7150,15-12-1960,23.2,14.1
בית ג'מל מאוישת                                   ,7150,16-12-1960,24.3,15.7
בית ג'מל מאוישת                                   ,7150,17-12-1960,22.4,14.9
בית ג'מל מאוישת                                   ,7150,18-12-1960,21.7,13.7
בית ג'מל מאוישת                                   ,7150,19-12-1960,21.0,12.9
בית ג'מל מאוישת                                   ,7150,20-12-1960,20.6,11.8
בית ג'מל מאוישת                                   ,7150,21-12-1960,22.9,13.7
בית ג'מל מאוישת                                   ,7150,22-12-1960,23.6,14.4
בית ג'מל מאוישת                                   ,7150,23-12-1960,22.0,14.1
בית ג'מל מאוישת                                   ,7150,24-12-1960,22.7,11.9
בית ג'מל מאוישת                                   ,7150,25-12-1960,22.5,16.4
בית ג'מל מאוישת                                   ,7150,26-12-1960,26.0,15.2
בית ג'מל מאוישת                                   ,7150,27-12-1960,26.3,21.4
בית ג'מל מאוישת                                   ,7150,28-12-1960,27.5,12.6
בית ג'מל מאוישת                                   ,7150,29-12-1960,16.0,10.0
בית ג'מל מאוישת                                   ,7150,30-12-1960,21.2,11.5
בית ג'מל מאוישת                                   ,7150,31-12-1960,17.1,12.9
בית ג'מל מאוישת                                   ,7150,01-01-1961,15.9,9.7
בית ג'מל מאוישת                                   ,7150,02-01-1961,13.5,9.2
בית ג'מל מאוישת                                   ,7150,03-01-1961,16.7,9.3
בית ג'מל מאוישת                                   ,7150,04-01-1961,19.3,10.6
בית ג'מל מאוישת                                   ,7150,05-01-1961,14.1,9.0
בית ג'מל מאוישת                                   ,7150,06-01-1961,18.7,10.8
בית ג'מל מאוישת                                   ,7150,07-01-1961,20.3,11.3
בית ג'מל מאוישת                                   ,7150,08-01-1961,20.3,10.3
בית ג'מל מאוישת                                   ,7150,09-01-1961,20.4,12.4
בית ג'מל מאוישת                                   ,7150,10-01-1961,12.9,8.5
בית ג'מל מאוישת                                   ,7150,11-01-1961,13.9,8.0
בית ג'מל מאוישת                                   ,7150,12-01-1961,17.2,8.0
בית ג'מל מאוישת                                   ,7150,13-01-1961,16.7,8.5
בית ג'מל מאוישת                                   ,7150,14-01-1961,17.9,8.4
בית ג'מל מאוישת                                   ,7150,15-01-1961,14.3,7.4
בית ג'מל מאוישת                                   ,7150,16-01-1961,15.5,6.8
בית ג'מל מאוישת                                   ,7150,17-01-1961,18.5,12.7
בית ג'מל מאוישת                                   ,7150,18-01-1961,17.5,11.4
בית ג'מל מאוישת                                   ,7150,19-01-1961,13.7,10.4
בית ג'מל מאוישת                                   ,7150,20-01-1961,10.9,7.1
בית ג'מל מאוישת                                   ,7150,21-01-1961,7.3,5.6
בית ג'מל מאוישת                                   ,7150,22-01-1961,12.6,5.0
בית ג'מל מאוישת                                   ,7150,23-01-1961,14.2,5.9
בית ג'מל מאוישת                                   ,7150,24-01-1961,15.1,7.5
בית ג'מל מאוישת                                   ,7150,25-01-1961,20.8,10.2
בית ג'מל מאוישת                                   ,7150,26-01-1961,15.6,10.0
בית ג'מל מאוישת                                   ,7150,27-01-1961,18.4,10.5
בית ג'מל מאוישת                                   ,7150,28-01-1961,17.7,10.1
בית ג'מל מאוישת                                   ,7150,29-01-1961,18.4,10.9
בית ג'מל מאוישת                                   ,7150,30-01-1961,18.9,11.2
בית ג'מל מאוישת                                   ,7150,31-01-1961,17.9,9.0
