שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית ג'מל מאוישת                                   ,7150,27-08-1962,33.5,22.5
בית ג'מל מאוישת                                   ,7150,28-08-1962,33.2,21.4
בית ג'מל מאוישת                                   ,7150,29-08-1962,32.2,20.4
בית ג'מל מאוישת                                   ,7150,30-08-1962,31.7,20.3
בית ג'מל מאוישת                                   ,7150,31-08-1962,31.9,19.7
בית ג'מל מאוישת                                   ,7150,01-09-1962,32.5,19.3
בית ג'מל מאוישת                                   ,7150,02-09-1962,32.3,20.7
בית ג'מל מאוישת                                   ,7150,03-09-1962,32.7,20.7
בית ג'מל מאוישת                                   ,7150,04-09-1962,33.7,22.0
בית ג'מל מאוישת                                   ,7150,05-09-1962,32.6,22.0
בית ג'מל מאוישת                                   ,7150,06-09-1962,32.1,20.8
בית ג'מל מאוישת                                   ,7150,07-09-1962,32.0,20.0
בית ג'מל מאוישת                                   ,7150,08-09-1962,33.2,19.4
בית ג'מל מאוישת                                   ,7150,09-09-1962,32.7,19.4
בית ג'מל מאוישת                                   ,7150,10-09-1962,32.7,18.5
בית ג'מל מאוישת                                   ,7150,11-09-1962,31.5,20.0
בית ג'מל מאוישת                                   ,7150,12-09-1962,33.0,20.0
בית ג'מל מאוישת                                   ,7150,13-09-1962,33.0,19.5
בית ג'מל מאוישת                                   ,7150,14-09-1962,31.0,21.0
בית ג'מל מאוישת                                   ,7150,15-09-1962,30.8,20.5
בית ג'מל מאוישת                                   ,7150,16-09-1962,30.0,20.0
בית ג'מל מאוישת                                   ,7150,17-09-1962,31.4,19.0
בית ג'מל מאוישת                                   ,7150,18-09-1962,30.3,19.0
בית ג'מל מאוישת                                   ,7150,19-09-1962,30.5,19.5
בית ג'מל מאוישת                                   ,7150,20-09-1962,30.0,20.0
בית ג'מל מאוישת                                   ,7150,21-09-1962,30.5,20.0
בית ג'מל מאוישת                                   ,7150,22-09-1962,32.0,19.0
בית ג'מל מאוישת                                   ,7150,23-09-1962,33.0,19.5
בית ג'מל מאוישת                                   ,7150,24-09-1962,34.5,20.5
בית ג'מל מאוישת                                   ,7150,25-09-1962,34.0,21.5
בית ג'מל מאוישת                                   ,7150,26-09-1962,37.0,25.0
בית ג'מל מאוישת                                   ,7150,27-09-1962,31.5,21.0
בית ג'מל מאוישת                                   ,7150,28-09-1962,30.4,20.0
בית ג'מל מאוישת                                   ,7150,29-09-1962,30.8,20.0
בית ג'מל מאוישת                                   ,7150,30-09-1962,32.2,20.0
בית ג'מל מאוישת                                   ,7150,01-10-1962,35.7,19.0
בית ג'מל מאוישת                                   ,7150,02-10-1962,35.2,21.0
בית ג'מל מאוישת                                   ,7150,03-10-1962,34.5,21.0
בית ג'מל מאוישת                                   ,7150,04-10-1962,32.6,22.7
בית ג'מל מאוישת                                   ,7150,05-10-1962,32.6,21.0
בית ג'מל מאוישת                                   ,7150,06-10-1962,30.7,19.7
בית ג'מל מאוישת                                   ,7150,07-10-1962,28.5,19.7
בית ג'מל מאוישת                                   ,7150,08-10-1962,26.0,19.5
בית ג'מל מאוישת                                   ,7150,09-10-1962,24.9,18.0
בית ג'מל מאוישת                                   ,7150,10-10-1962,23.0,17.5
בית ג'מל מאוישת                                   ,7150,11-10-1962,28.5,17.5
בית ג'מל מאוישת                                   ,7150,12-10-1962,27.5,18.0
בית ג'מל מאוישת                                   ,7150,13-10-1962,27.5,18.5
בית ג'מל מאוישת                                   ,7150,14-10-1962,28.3,17.7
בית ג'מל מאוישת                                   ,7150,15-10-1962,28.6,17.5
בית ג'מל מאוישת                                   ,7150,16-10-1962,28.2,17.3
בית ג'מל מאוישת                                   ,7150,17-10-1962,28.9,17.0
בית ג'מל מאוישת                                   ,7150,18-10-1962,30.0,17.0
בית ג'מל מאוישת                                   ,7150,19-10-1962,28.7,19.5
בית ג'מל מאוישת                                   ,7150,20-10-1962,33.0,19.0
בית ג'מל מאוישת                                   ,7150,21-10-1962,32.5,20.0
בית ג'מל מאוישת                                   ,7150,22-10-1962,31.0,18.8
בית ג'מל מאוישת                                   ,7150,23-10-1962,30.2,19.5
בית ג'מל מאוישת                                   ,7150,24-10-1962,26.4,18.0
בית ג'מל מאוישת                                   ,7150,25-10-1962,25.5,17.0
בית ג'מל מאוישת                                   ,7150,26-10-1962,28.1,16.9
בית ג'מל מאוישת                                   ,7150,27-10-1962,29.1,20.3
בית ג'מל מאוישת                                   ,7150,28-10-1962,28.5,20.0
בית ג'מל מאוישת                                   ,7150,29-10-1962,27.0,18.3
בית ג'מל מאוישת                                   ,7150,30-10-1962,28.0,17.3
בית ג'מל מאוישת                                   ,7150,31-10-1962,30.8,17.0
בית ג'מל מאוישת                                   ,7150,01-11-1962,33.1,18.5
בית ג'מל מאוישת                                   ,7150,02-11-1962,34.5,24.5
בית ג'מל מאוישת                                   ,7150,03-11-1962,32.2,23.5
בית ג'מל מאוישת                                   ,7150,04-11-1962,30.0,20.4
בית ג'מל מאוישת                                   ,7150,05-11-1962,24.4,17.5
בית ג'מל מאוישת                                   ,7150,06-11-1962,26.0,15.5
בית ג'מל מאוישת                                   ,7150,07-11-1962,24.5,16.6
בית ג'מל מאוישת                                   ,7150,08-11-1962,25.0,16.5
בית ג'מל מאוישת                                   ,7150,09-11-1962,25.5,16.4
בית ג'מל מאוישת                                   ,7150,10-11-1962,27.4,14.9
בית ג'מל מאוישת                                   ,7150,11-11-1962,29.0,17.5
בית ג'מל מאוישת                                   ,7150,12-11-1962,29.6,18.1
בית ג'מל מאוישת                                   ,7150,13-11-1962,30.6,18.2
בית ג'מל מאוישת                                   ,7150,14-11-1962,29.3,18.4
בית ג'מל מאוישת                                   ,7150,15-11-1962,29.2,17.2
בית ג'מל מאוישת                                   ,7150,16-11-1962,31.1,17.2
בית ג'מל מאוישת                                   ,7150,17-11-1962,33.2,23.0
בית ג'מל מאוישת                                   ,7150,18-11-1962,32.8,20.5
בית ג'מל מאוישת                                   ,7150,19-11-1962,31.8,22.0
בית ג'מל מאוישת                                   ,7150,20-11-1962,31.2,22.5
בית ג'מל מאוישת                                   ,7150,21-11-1962,30.2,22.0
בית ג'מל מאוישת                                   ,7150,22-11-1962,26.3,20.0
בית ג'מל מאוישת                                   ,7150,23-11-1962,27.0,18.3
בית ג'מל מאוישת                                   ,7150,24-11-1962,27.1,19.0
בית ג'מל מאוישת                                   ,7150,25-11-1962,26.8,17.4
בית ג'מל מאוישת                                   ,7150,26-11-1962,27.6,17.3
בית ג'מל מאוישת                                   ,7150,27-11-1962,25.9,16.5
בית ג'מל מאוישת                                   ,7150,28-11-1962,27.7,17.5
בית ג'מל מאוישת                                   ,7150,29-11-1962,26.6,16.5
בית ג'מל מאוישת                                   ,7150,30-11-1962,26.9,18.4
בית ג'מל מאוישת                                   ,7150,01-12-1962,26.4,16.4
בית ג'מל מאוישת                                   ,7150,02-12-1962,26.9,18.4
בית ג'מל מאוישת                                   ,7150,03-12-1962,29.0,19.0
בית ג'מל מאוישת                                   ,7150,04-12-1962,27.8,16.9
בית ג'מל מאוישת                                   ,7150,05-12-1962,18.6,12.8
בית ג'מל מאוישת                                   ,7150,06-12-1962,16.0,11.2
בית ג'מל מאוישת                                   ,7150,07-12-1962,15.6,12.1
בית ג'מל מאוישת                                   ,7150,08-12-1962,15.6,11.0
בית ג'מל מאוישת                                   ,7150,09-12-1962,15.2,9.0
בית ג'מל מאוישת                                   ,7150,10-12-1962,16.0,9.6
בית ג'מל מאוישת                                   ,7150,11-12-1962,15.6,10.5
בית ג'מל מאוישת                                   ,7150,12-12-1962,17.3,9.5
בית ג'מל מאוישת                                   ,7150,13-12-1962,16.5,9.8
בית ג'מל מאוישת                                   ,7150,14-12-1962,18.8,11.0
בית ג'מל מאוישת                                   ,7150,15-12-1962,20.0,11.0
בית ג'מל מאוישת                                   ,7150,16-12-1962,19.8,12.8
בית ג'מל מאוישת                                   ,7150,17-12-1962,17.9,11.5
בית ג'מל מאוישת                                   ,7150,18-12-1962,24.5,13.5
בית ג'מל מאוישת                                   ,7150,19-12-1962,23.7,11.2
בית ג'מל מאוישת                                   ,7150,20-12-1962,17.3,10.5
בית ג'מל מאוישת                                   ,7150,21-12-1962,21.0,11.0
בית ג'מל מאוישת                                   ,7150,22-12-1962,15.7,10.9
בית ג'מל מאוישת                                   ,7150,23-12-1962,18.0,9.0
בית ג'מל מאוישת                                   ,7150,24-12-1962,19.5,10.5
בית ג'מל מאוישת                                   ,7150,25-12-1962,19.0,10.2
בית ג'מל מאוישת                                   ,7150,26-12-1962,20.1,11.3
בית ג'מל מאוישת                                   ,7150,27-12-1962,20.4,12.8
בית ג'מל מאוישת                                   ,7150,28-12-1962,20.7,12.5
בית ג'מל מאוישת                                   ,7150,29-12-1962,19.0,11.1
בית ג'מל מאוישת                                   ,7150,30-12-1962,19.6,10.5
בית ג'מל מאוישת                                   ,7150,31-12-1962,20.6,10.6
בית ג'מל מאוישת                                   ,7150,01-01-1963,22.0,11.5
בית ג'מל מאוישת                                   ,7150,02-01-1963,18.6,14.0
בית ג'מל מאוישת                                   ,7150,03-01-1963,17.8,11.1
בית ג'מל מאוישת                                   ,7150,04-01-1963,18.4,11.4
בית ג'מל מאוישת                                   ,7150,05-01-1963,22.2,10.9
בית ג'מל מאוישת                                   ,7150,06-01-1963,21.5,13.0
בית ג'מל מאוישת                                   ,7150,07-01-1963,21.0,10.2
בית ג'מל מאוישת                                   ,7150,08-01-1963,23.6,11.2
בית ג'מל מאוישת                                   ,7150,09-01-1963,25.5,15.5
בית ג'מל מאוישת                                   ,7150,10-01-1963,19.0,12.0
בית ג'מל מאוישת                                   ,7150,11-01-1963,18.2,11.2
בית ג'מל מאוישת                                   ,7150,12-01-1963,21.2,10.3
בית ג'מל מאוישת                                   ,7150,13-01-1963,27.5,11.8
בית ג'מל מאוישת                                   ,7150,14-01-1963,26.2,17.5
בית ג'מל מאוישת                                   ,7150,15-01-1963,19.0,11.4
בית ג'מל מאוישת                                   ,7150,16-01-1963,18.6,10.9
בית ג'מל מאוישת                                   ,7150,17-01-1963,17.3,10.4
בית ג'מל מאוישת                                   ,7150,18-01-1963,15.1,9.6
בית ג'מל מאוישת                                   ,7150,19-01-1963,19.1,8.0
בית ג'מל מאוישת                                   ,7150,20-01-1963,22.0,10.3
בית ג'מל מאוישת                                   ,7150,21-01-1963,21.0,11.6
בית ג'מל מאוישת                                   ,7150,22-01-1963,21.1,13.2
בית ג'מל מאוישת                                   ,7150,23-01-1963,22.6,15.0
בית ג'מל מאוישת                                   ,7150,24-01-1963,16.1,10.0
בית ג'מל מאוישת                                   ,7150,25-01-1963,14.7,10.5
בית ג'מל מאוישת                                   ,7150,26-01-1963,11.7,7.4
בית ג'מל מאוישת                                   ,7150,27-01-1963,14.2,6.0
בית ג'מל מאוישת                                   ,7150,28-01-1963,15.0,5.6
בית ג'מל מאוישת                                   ,7150,29-01-1963,18.0,6.5
בית ג'מל מאוישת                                   ,7150,30-01-1963,20.6,8.5
בית ג'מל מאוישת                                   ,7150,31-01-1963,17.4,11.4
בית ג'מל מאוישת                                   ,7150,01-02-1963,17.5,10.5
בית ג'מל מאוישת                                   ,7150,02-02-1963,20.4,8.1
בית ג'מל מאוישת                                   ,7150,03-02-1963,21.7,13.3
בית ג'מל מאוישת                                   ,7150,04-02-1963,23.2,14.0
בית ג'מל מאוישת                                   ,7150,05-02-1963,25.8,15.0
בית ג'מל מאוישת                                   ,7150,06-02-1963,27.2,18.1
בית ג'מל מאוישת                                   ,7150,07-02-1963,26.7,16.4
בית ג'מל מאוישת                                   ,7150,08-02-1963,18.2,12.0
בית ג'מל מאוישת                                   ,7150,09-02-1963,15.8,9.0
בית ג'מל מאוישת                                   ,7150,10-02-1963,18.0,10.4
בית ג'מל מאוישת                                   ,7150,11-02-1963,14.3,10.6
בית ג'מל מאוישת                                   ,7150,12-02-1963,12.8,10.0
בית ג'מל מאוישת                                   ,7150,13-02-1963,17.5,10.5
בית ג'מל מאוישת                                   ,7150,14-02-1963,21.5,12.5
בית ג'מל מאוישת                                   ,7150,15-02-1963,22.5,14.4
בית ג'מל מאוישת                                   ,7150,16-02-1963,17.9,10.0
בית ג'מל מאוישת                                   ,7150,17-02-1963,20.5,9.2
בית ג'מל מאוישת                                   ,7150,18-02-1963,24.6,12.4
בית ג'מל מאוישת                                   ,7150,19-02-1963,26.2,14.5
בית ג'מל מאוישת                                   ,7150,20-02-1963,18.5,11.8
בית ג'מל מאוישת                                   ,7150,21-02-1963,20.4,10.3
בית ג'מל מאוישת                                   ,7150,22-02-1963,17.4,11.6
בית ג'מל מאוישת                                   ,7150,23-02-1963,18.6,10.4
בית ג'מל מאוישת                                   ,7150,24-02-1963,21.6,11.2
בית ג'מל מאוישת                                   ,7150,25-02-1963,12.3,8.0
בית ג'מל מאוישת                                   ,7150,26-02-1963,16.5,8.9
בית ג'מל מאוישת                                   ,7150,27-02-1963,14.4,9.5
בית ג'מל מאוישת                                   ,7150,28-02-1963,17.8,9.0
בית ג'מל מאוישת                                   ,7150,01-03-1963,18.0,8.6
בית ג'מל מאוישת                                   ,7150,02-03-1963,17.6,8.8
בית ג'מל מאוישת                                   ,7150,03-03-1963,20.5,9.6
בית ג'מל מאוישת                                   ,7150,04-03-1963,17.0,8.5
בית ג'מל מאוישת                                   ,7150,05-03-1963,12.5,6.5
בית ג'מל מאוישת                                   ,7150,06-03-1963,13.0,7.2
בית ג'מל מאוישת                                   ,7150,07-03-1963,15.1,5.4
בית ג'מל מאוישת                                   ,7150,08-03-1963,17.0,6.0
בית ג'מל מאוישת                                   ,7150,09-03-1963,13.7,7.0
בית ג'מל מאוישת                                   ,7150,10-03-1963,17.4,6.4
בית ג'מל מאוישת                                   ,7150,11-03-1963,18.2,9.0
בית ג'מל מאוישת                                   ,7150,12-03-1963,17.8,10.0
בית ג'מל מאוישת                                   ,7150,13-03-1963,21.8,9.2
בית ג'מל מאוישת                                   ,7150,14-03-1963,22.8,11.2
בית ג'מל מאוישת                                   ,7150,15-03-1963,16.2,10.3
בית ג'מל מאוישת                                   ,7150,16-03-1963,14.3,8.9
בית ג'מל מאוישת                                   ,7150,17-03-1963,17.7,10.0
בית ג'מל מאוישת                                   ,7150,18-03-1963,16.1,10.2
בית ג'מל מאוישת                                   ,7150,19-03-1963,14.5,7.4
בית ג'מל מאוישת                                   ,7150,20-03-1963,19.1,7.4
בית ג'מל מאוישת                                   ,7150,21-03-1963,19.1,11.0
בית ג'מל מאוישת                                   ,7150,22-03-1963,25.6,9.5
בית ג'מל מאוישת                                   ,7150,23-03-1963,28.7,16.7
בית ג'מל מאוישת                                   ,7150,24-03-1963,30.0,14.4
בית ג'מל מאוישת                                   ,7150,25-03-1963,19.3,12.0
בית ג'מל מאוישת                                   ,7150,26-03-1963,17.5,10.4
בית ג'מל מאוישת                                   ,7150,27-03-1963,22.2,9.0
בית ג'מל מאוישת                                   ,7150,28-03-1963,29.0,12.0
בית ג'מל מאוישת                                   ,7150,29-03-1963,25.7,14.2
בית ג'מל מאוישת                                   ,7150,30-03-1963,17.5,11.7
בית ג'מל מאוישת                                   ,7150,31-03-1963,21.7,11.1
בית ג'מל מאוישת                                   ,7150,01-04-1963,30.0,12.5
בית ג'מל מאוישת                                   ,7150,02-04-1963,26.5,17.8
בית ג'מל מאוישת                                   ,7150,03-04-1963,30.4,16.0
בית ג'מל מאוישת                                   ,7150,04-04-1963,25.0,14.0
בית ג'מל מאוישת                                   ,7150,05-04-1963,23.0,10.6
בית ג'מל מאוישת                                   ,7150,06-04-1963,25.0,9.9
בית ג'מל מאוישת                                   ,7150,07-04-1963,28.8,17.0
בית ג'מל מאוישת                                   ,7150,08-04-1963,26.0,16.2
בית ג'מל מאוישת                                   ,7150,09-04-1963,23.6,13.2
בית ג'מל מאוישת                                   ,7150,10-04-1963,20.2,11.0
בית ג'מל מאוישת                                   ,7150,11-04-1963,17.4,10.7
בית ג'מל מאוישת                                   ,7150,12-04-1963,20.8,10.2
בית ג'מל מאוישת                                   ,7150,13-04-1963,28.5,13.6
בית ג'מל מאוישת                                   ,7150,14-04-1963,27.0,14.4
בית ג'מל מאוישת                                   ,7150,15-04-1963,24.4,13.0
בית ג'מל מאוישת                                   ,7150,16-04-1963,29.6,15.7
בית ג'מל מאוישת                                   ,7150,17-04-1963,21.2,12.5
בית ג'מל מאוישת                                   ,7150,18-04-1963,26.7,11.0
בית ג'מל מאוישת                                   ,7150,19-04-1963,33.6,18.2
בית ג'מל מאוישת                                   ,7150,20-04-1963,26.5,16.0
בית ג'מל מאוישת                                   ,7150,21-04-1963,32.4,15.7
בית ג'מל מאוישת                                   ,7150,22-04-1963,31.7,18.5
בית ג'מל מאוישת                                   ,7150,23-04-1963,21.2,15.2
בית ג'מל מאוישת                                   ,7150,24-04-1963,20.5,13.6
בית ג'מל מאוישת                                   ,7150,25-04-1963,24.2,13.7
בית ג'מל מאוישת                                   ,7150,26-04-1963,28.6,13.8
בית ג'מל מאוישת                                   ,7150,27-04-1963,28.7,14.5
בית ג'מל מאוישת                                   ,7150,28-04-1963,20.2,12.6
בית ג'מל מאוישת                                   ,7150,29-04-1963,20.2,12.5
בית ג'מל מאוישת                                   ,7150,30-04-1963,20.3,12.6
בית ג'מל מאוישת                                   ,7150,01-05-1963,20.0,12.4
בית ג'מל מאוישת                                   ,7150,02-05-1963,22.6,12.5
בית ג'מל מאוישת                                   ,7150,03-05-1963,27.6,12.6
בית ג'מל מאוישת                                   ,7150,04-05-1963,26.2,16.4
בית ג'מל מאוישת                                   ,7150,05-05-1963,24.8,13.0
בית ג'מל מאוישת                                   ,7150,06-05-1963,25.2,12.0
בית ג'מל מאוישת                                   ,7150,07-05-1963,27.4,13.2
בית ג'מל מאוישת                                   ,7150,08-05-1963,24.7,15.0
בית ג'מל מאוישת                                   ,7150,09-05-1963,23.0,15.5
בית ג'מל מאוישת                                   ,7150,10-05-1963,22.6,14.7
בית ג'מל מאוישת                                   ,7150,11-05-1963,25.0,13.3
בית ג'מל מאוישת                                   ,7150,12-05-1963,31.2,15.6
בית ג'מל מאוישת                                   ,7150,13-05-1963,33.2,23.4
בית ג'מל מאוישת                                   ,7150,14-05-1963,25.3,16.5
בית ג'מל מאוישת                                   ,7150,15-05-1963,26.7,14.6
בית ג'מל מאוישת                                   ,7150,16-05-1963,25.7,16.6
בית ג'מל מאוישת                                   ,7150,17-05-1963,27.0,15.0
בית ג'מל מאוישת                                   ,7150,18-05-1963,32.3,14.2
בית ג'מל מאוישת                                   ,7150,19-05-1963,28.0,16.4
בית ג'מל מאוישת                                   ,7150,20-05-1963,23.2,14.6
בית ג'מל מאוישת                                   ,7150,21-05-1963,27.6,14.0
בית ג'מל מאוישת                                   ,7150,22-05-1963,36.8,18.0
בית ג'מל מאוישת                                   ,7150,23-05-1963,27.4,17.2
בית ג'מל מאוישת                                   ,7150,24-05-1963,29.2,15.5
בית ג'מל מאוישת                                   ,7150,25-05-1963,34.2,21.2
בית ג'מל מאוישת                                   ,7150,26-05-1963,31.0,18.8
בית ג'מל מאוישת                                   ,7150,27-05-1963,25.7,15.7
בית ג'מל מאוישת                                   ,7150,28-05-1963,26.0,15.5
בית ג'מל מאוישת                                   ,7150,29-05-1963,25.6,15.2
בית ג'מל מאוישת                                   ,7150,30-05-1963,36.0,16.8
בית ג'מל מאוישת                                   ,7150,31-05-1963,37.8,27.2
בית ג'מל מאוישת                                   ,7150,01-06-1963,27.6,18.8
בית ג'מל מאוישת                                   ,7150,02-06-1963,27.8,16.6
בית ג'מל מאוישת                                   ,7150,03-06-1963,28.6,16.2
בית ג'מל מאוישת                                   ,7150,04-06-1963,30.4,16.2
בית ג'מל מאוישת                                   ,7150,05-06-1963,39.0,22.0
בית ג'מל מאוישת                                   ,7150,06-06-1963,33.0,18.8
בית ג'מל מאוישת                                   ,7150,07-06-1963,40.4,26.5
בית ג'מל מאוישת                                   ,7150,08-06-1963,29.4,19.2
בית ג'מל מאוישת                                   ,7150,09-06-1963,27.8,17.2
בית ג'מל מאוישת                                   ,7150,10-06-1963,26.7,16.0
בית ג'מל מאוישת                                   ,7150,11-06-1963,27.0,16.8
בית ג'מל מאוישת                                   ,7150,12-06-1963,31.2,15.6
בית ג'מל מאוישת                                   ,7150,13-06-1963,34.0,16.4
בית ג'מל מאוישת                                   ,7150,14-06-1963,32.0,18.2
בית ג'מל מאוישת                                   ,7150,15-06-1963,28.7,18.2
בית ג'מל מאוישת                                   ,7150,16-06-1963,31.2,16.6
בית ג'מל מאוישת                                   ,7150,17-06-1963,33.2,20.0
בית ג'מל מאוישת                                   ,7150,18-06-1963,37.6,22.2
בית ג'מל מאוישת                                   ,7150,19-06-1963,32.0,20.8
בית ג'מל מאוישת                                   ,7150,20-06-1963,28.2,18.0
בית ג'מל מאוישת                                   ,7150,21-06-1963,29.5,17.4
בית ג'מל מאוישת                                   ,7150,22-06-1963,30.0,17.5
בית ג'מל מאוישת                                   ,7150,23-06-1963,30.8,19.4
בית ג'מל מאוישת                                   ,7150,24-06-1963,31.5,18.0
בית ג'מל מאוישת                                   ,7150,25-06-1963,32.0,18.2
בית ג'מל מאוישת                                   ,7150,26-06-1963,33.6,20.0
בית ג'מל מאוישת                                   ,7150,27-06-1963,34.5,20.6
בית ג'מל מאוישת                                   ,7150,28-06-1963,33.8,18.2
בית ג'מל מאוישת                                   ,7150,29-06-1963,34.4,19.5
בית ג'מל מאוישת                                   ,7150,30-06-1963,32.6,21.0
בית ג'מל מאוישת                                   ,7150,01-07-1963,31.0,20.0
בית ג'מל מאוישת                                   ,7150,02-07-1963,29.8,21.5
בית ג'מל מאוישת                                   ,7150,03-07-1963,31.8,20.2
בית ג'מל מאוישת                                   ,7150,04-07-1963,32.0,22.6
בית ג'מל מאוישת                                   ,7150,05-07-1963,30.0,22.0
בית ג'מל מאוישת                                   ,7150,06-07-1963,29.2,20.6
בית ג'מל מאוישת                                   ,7150,07-07-1963,31.5,20.2
בית ג'מל מאוישת                                   ,7150,08-07-1963,31.2,19.2
בית ג'מל מאוישת                                   ,7150,09-07-1963,32.0,18.5
בית ג'מל מאוישת                                   ,7150,10-07-1963,32.2,19.2
בית ג'מל מאוישת                                   ,7150,11-07-1963,31.8,19.2
בית ג'מל מאוישת                                   ,7150,12-07-1963,32.8,20.8
בית ג'מל מאוישת                                   ,7150,13-07-1963,33.4,20.8
בית ג'מל מאוישת                                   ,7150,14-07-1963,33.8,21.4
בית ג'מל מאוישת                                   ,7150,15-07-1963,34.5,21.2
בית ג'מל מאוישת                                   ,7150,16-07-1963,33.8,22.0
בית ג'מל מאוישת                                   ,7150,17-07-1963,34.4,22.5
בית ג'מל מאוישת                                   ,7150,18-07-1963,34.2,24.2
בית ג'מל מאוישת                                   ,7150,19-07-1963,32.2,21.8
בית ג'מל מאוישת                                   ,7150,20-07-1963,31.7,21.8
בית ג'מל מאוישת                                   ,7150,21-07-1963,30.6,21.0
בית ג'מל מאוישת                                   ,7150,22-07-1963,31.2,21.0
בית ג'מל מאוישת                                   ,7150,23-07-1963,33.2,22.6
בית ג'מל מאוישת                                   ,7150,24-07-1963,33.4,22.5
בית ג'מל מאוישת                                   ,7150,25-07-1963,33.0,20.4
בית ג'מל מאוישת                                   ,7150,26-07-1963,31.8,21.4
בית ג'מל מאוישת                                   ,7150,27-07-1963,31.6,20.8
בית ג'מל מאוישת                                   ,7150,28-07-1963,31.8,21.8
בית ג'מל מאוישת                                   ,7150,29-07-1963,32.2,20.5
בית ג'מל מאוישת                                   ,7150,30-07-1963,33.0,20.0
בית ג'מל מאוישת                                   ,7150,31-07-1963,33.2,20.6
בית ג'מל מאוישת                                   ,7150,01-08-1963,33.4,21.2
בית ג'מל מאוישת                                   ,7150,02-08-1963,33.0,21.2
בית ג'מל מאוישת                                   ,7150,03-08-1963,34.0,20.2
בית ג'מל מאוישת                                   ,7150,04-08-1963,35.0,21.2
בית ג'מל מאוישת                                   ,7150,05-08-1963,33.7,20.4
בית ג'מל מאוישת                                   ,7150,06-08-1963,33.0,20.2
בית ג'מל מאוישת                                   ,7150,07-08-1963,33.3,21.4
בית ג'מל מאוישת                                   ,7150,08-08-1963,32.8,22.5
בית ג'מל מאוישת                                   ,7150,09-08-1963,33.2,21.8
בית ג'מל מאוישת                                   ,7150,10-08-1963,33.6,21.8
בית ג'מל מאוישת                                   ,7150,11-08-1963,33.4,21.0
בית ג'מל מאוישת                                   ,7150,12-08-1963,31.8,22.8
בית ג'מל מאוישת                                   ,7150,13-08-1963,32.8,21.5
בית ג'מל מאוישת                                   ,7150,14-08-1963,33.7,22.7
בית ג'מל מאוישת                                   ,7150,15-08-1963,34.7,21.2
בית ג'מל מאוישת                                   ,7150,16-08-1963,35.7,21.2
בית ג'מל מאוישת                                   ,7150,17-08-1963,36.7,23.4
בית ג'מל מאוישת                                   ,7150,18-08-1963,36.3,22.2
בית ג'מל מאוישת                                   ,7150,19-08-1963,34.8,21.8
בית ג'מל מאוישת                                   ,7150,20-08-1963,36.8,20.8
בית ג'מל מאוישת                                   ,7150,21-08-1963,34.2,21.2
בית ג'מל מאוישת                                   ,7150,22-08-1963,33.2,21.0
בית ג'מל מאוישת                                   ,7150,23-08-1963,30.2,22.0
בית ג'מל מאוישת                                   ,7150,24-08-1963,32.3,22.0
בית ג'מל מאוישת                                   ,7150,25-08-1963,33.5,21.8
בית ג'מל מאוישת                                   ,7150,26-08-1963,33.4,22.0
בית ג'מל מאוישת                                   ,7150,27-08-1963,32.8,22.5
בית ג'מל מאוישת                                   ,7150,28-08-1963,32.8,21.6
בית ג'מל מאוישת                                   ,7150,29-08-1963,33.2,21.0
בית ג'מל מאוישת                                   ,7150,30-08-1963,32.8,20.2
בית ג'מל מאוישת                                   ,7150,31-08-1963,33.0,19.7
בית ג'מל מאוישת                                   ,7150,01-09-1963,32.3,19.7
בית ג'מל מאוישת                                   ,7150,02-09-1963,31.3,21.7
בית ג'מל מאוישת                                   ,7150,03-09-1963,32.0,21.3
בית ג'מל מאוישת                                   ,7150,04-09-1963,31.7,20.6
בית ג'מל מאוישת                                   ,7150,05-09-1963,33.0,21.7
בית ג'מל מאוישת                                   ,7150,06-09-1963,33.4,20.8
בית ג'מל מאוישת                                   ,7150,07-09-1963,33.4,21.0
בית ג'מל מאוישת                                   ,7150,08-09-1963,32.8,24.0
בית ג'מל מאוישת                                   ,7150,09-09-1963,32.6,21.4
בית ג'מל מאוישת                                   ,7150,10-09-1963,32.5,22.2
בית ג'מל מאוישת                                   ,7150,11-09-1963,31.8,21.2
בית ג'מל מאוישת                                   ,7150,12-09-1963,31.7,20.2
בית ג'מל מאוישת                                   ,7150,13-09-1963,30.6,21.2
בית ג'מל מאוישת                                   ,7150,14-09-1963,30.7,20.5
בית ג'מל מאוישת                                   ,7150,15-09-1963,31.5,20.2
בית ג'מל מאוישת                                   ,7150,16-09-1963,31.6,20.5
בית ג'מל מאוישת                                   ,7150,17-09-1963,31.2,20.0
בית ג'מל מאוישת                                   ,7150,18-09-1963,30.5,19.8
בית ג'מל מאוישת                                   ,7150,19-09-1963,29.8,20.2
בית ג'מל מאוישת                                   ,7150,20-09-1963,28.8,20.3
בית ג'מל מאוישת                                   ,7150,21-09-1963,31.4,19.0
בית ג'מל מאוישת                                   ,7150,22-09-1963,32.5,20.0
בית ג'מל מאוישת                                   ,7150,23-09-1963,32.2,20.5
בית ג'מל מאוישת                                   ,7150,24-09-1963,32.2,21.3
בית ג'מל מאוישת                                   ,7150,25-09-1963,29.8,20.4
בית ג'מל מאוישת                                   ,7150,26-09-1963,31.0,19.5
בית ג'מל מאוישת                                   ,7150,27-09-1963,33.3,19.2
בית ג'מל מאוישת                                   ,7150,28-09-1963,33.3,21.4
